gene_id,locusName,Description,colors,class,gene_metabolite
Manes.01G004300.v8.1,Manes.01G004300,(1 of 2) PTHR34114:SF2 - ARABINOGALACTAN PEPTIDE 12-RELATED,turquoise,NA,gene
Manes.01G004466.v8.1,Manes.01G004466,(1 of 13) K10406 - kinesin family member C2/C3 (KIFC2_3),turquoise,NA,gene
Manes.01G004860.v8.1,Manes.01G004860,(1 of 2) K19307 - 25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313] (BMT5),turquoise,NA,gene
Manes.01G004880.v8.1,Manes.01G004880,(1 of 1) K15171 - transcription elongation factor SPT4 (SUPT4H1; SPT4),turquoise,NA,gene
Manes.01G004820.v8.1,Manes.01G004820,(1 of 1) K10880 - DNA-repair protein XRCC3 (XRCC3),turquoise,NA,gene
Manes.01G005584.v8.1,Manes.01G005584,(1 of 7) PTHR13068:SF18 - EMB|CAB62602.1,turquoise,NA,gene
Manes.01G005700.v8.1,Manes.01G005700,(1 of 7) PTHR13068//PTHR13068:SF18 - CGI-12 PROTEIN-RELATED // EMB|CAB62602.1,turquoise,NA,gene
Manes.01G006975.v8.1,Manes.01G006975,,turquoise,NA,gene
Manes.01G006000.v8.1,Manes.01G006000,(1 of 7) K14945 - protein quaking (QKI),turquoise,NA,gene
Manes.01G006200.v8.1,Manes.01G006200,(1 of 2) PTHR23324:SF84 - PHOSPHATIDYLINOSITOL/PHOSPHATIDYLCHOLINE TRANSFER PROTEIN SFH13-RELATED,turquoise,NA,gene
Manes.01G007600.v8.1,Manes.01G007600,(1 of 3) K18835 - WRKY transcription factor 2 (WRKY2),turquoise,NA,gene
Manes.01G007700.v8.1,Manes.01G007700,(1 of 3) PTHR27000//PTHR27000:SF48 - FAMILY NOT NAMED // RECEPTOR-LIKE PROTEIN KINASE BRI1-LIKE 3-RELATED,turquoise,NA,gene
Manes.01G007900.v8.1,Manes.01G007900,(1 of 14) PTHR13832//PTHR13832:SF286 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 33-RELATED,turquoise,NA,gene
Manes.01G008200.v8.1,Manes.01G008200,(1 of 2) K12179 - COP9 signalosome complex subunit 6 (COPS6; CSN6),turquoise,NA,gene
Manes.01G008400.v8.1,Manes.01G008400,(1 of 4) PTHR10634:SF36 - ZINC FINGER A20 AND AN1 DOMAIN-CONTAINING STRESS-ASSOCIATED PROTEIN 10-RELATED,turquoise,NA,gene
Manes.01G009000.v8.1,Manes.01G009000,(1 of 1) K08342 - cysteine protease ATG4 (ATG4),turquoise,NA,gene
Manes.01G009200.v8.1,Manes.01G009200,(1 of 19) PF03094 - Mlo family (Mlo),turquoise,NA,gene
Manes.01G009500.v8.1,Manes.01G009500,(1 of 2) PTHR36023:SF3 - ARGOS-LIKE PROTEIN-RELATED,turquoise,NA,gene
Manes.01G009700.v8.1,Manes.01G009700,(1 of 1) PTHR21228//PTHR21228:SF20 - FAST LEU-RICH DOMAIN-CONTAINING // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G009900.v8.1,Manes.01G009900,(1 of 1) PTHR14217//PTHR14217:SF1 - FAMILY NOT NAMED // INOSITOL-TETRAKISPHOSPHATE 1-KINASE,turquoise,NA,gene
Manes.01G010200.v8.1,Manes.01G010200,(1 of 1) K15202 - general transcription factor 3C polypeptide 5 (transcription factor C subunit 1) (GTF3C5; TFC1),turquoise,NA,gene
Manes.01G013300.v8.1,Manes.01G013300,(1 of 1) 1.1.1.300//1.1.1.330 - NADP-retinol dehydrogenase / Retinol dehydrogenase (NADP(+)) // Very-long-chain 3-oxoacyl-CoA reductase / Very-long-chain beta-ketoacyl-CoA reductase,turquoise,NA,gene
Manes.01G012900.v8.1,Manes.01G012900,(1 of 2) K09313 - homeobox protein cut-like (CUTL),turquoise,NA,gene
Manes.01G012800.v8.1,Manes.01G012800,(1 of 1) K11340 - actin-like protein 6A (ACTL6A; INO80K),turquoise,NA,gene
Manes.01G012100.v8.1,Manes.01G012100,(1 of 1) PTHR12121//PTHR12121:SF29 - CARBON CATABOLITE REPRESSOR PROTEIN 4 // PROTEIN ANGEL,turquoise,NA,gene
Manes.01G011800.v8.1,Manes.01G011800,(1 of 2) K03966 - NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10 (NDUFB10),turquoise,NA,gene
Manes.01G011500.v8.1,Manes.01G011500,(1 of 3) 4.1.1.39 - Ribulose-bisphosphate carboxylase / RuBP carboxylase,brown,carb,gene
Manes.01G014100.v8.1,Manes.01G014100,(1 of 51) KOG4172 - Predicted E3 ubiquitin ligase,turquoise,NA,gene
Manes.01G014500.v8.1,Manes.01G014500,(1 of 2) PTHR31713//PTHR31713:SF15 - FAMILY NOT NAMED // PROTEIN SAR DEFICIENT 1,turquoise,NA,gene
Manes.01G014600.v8.1,Manes.01G014600,(1 of 3) PF00069//PF14380 - Protein kinase domain (Pkinase) // Wall-associated receptor kinase C-terminal (WAK_assoc),turquoise,NA,gene
Manes.01G014700.v8.1,Manes.01G014700,(1 of 3) PTHR24115//PTHR24115:SF522 - FAMILY NOT NAMED // KINESIN-LIKE PROTEIN NACK1,turquoise,NA,gene
Manes.01G014800.v8.1,Manes.01G014800,(1 of 56) PF14368 - Probable lipid transfer (LTP_2),brown,NA,gene
Manes.01G014900.v8.1,Manes.01G014900,(1 of 2) 4.2.1.113 - o-succinylbenzoate synthase / OSBS,turquoise,NA,gene
Manes.01G015500.v8.1,Manes.01G015500,(1 of 5) PTHR10165:SF80 - LIPID PHOSPHATE PHOSPHATASE 1-RELATED,turquoise,NA,gene
Manes.01G015600.v8.1,Manes.01G015600,,turquoise,NA,gene
Manes.01G015700.v8.1,Manes.01G015700,(1 of 1) PTHR31168:SF1 - DUF599 FAMILY PROTEIN,turquoise,NA,gene
Manes.01G016000.v8.1,Manes.01G016000,(1 of 2) 1.14.11.4 - Procollagen-lysine 5-dioxygenase / Procollagen-lysine;2-oxoglutarate 5-dioxygenase,turquoise,NA,gene
Manes.01G016300.v8.1,Manes.01G016300,(1 of 3) K01866 - tyrosyl-tRNA synthetase (YARS; tyrS),turquoise,NA,gene
Manes.01G016600.v8.1,Manes.01G016600,(1 of 1) PTHR10314:SF110 - CYSTEINE SYNTHASE,turquoise,NA,gene
Manes.01G016800.v8.1,Manes.01G016800,(1 of 3) PTHR34124:SF2 - F16B3.27 PROTEIN,brown,NA,gene
Manes.01G016900.v8.1,Manes.01G016900,(1 of 1) K12857 - Prp8 binding protein (SNRNP40; PRP8BP),turquoise,NA,gene
Manes.01G017151.v8.1,Manes.01G017151,(1 of 7) PF13191 - AAA ATPase domain (AAA_16),turquoise,NA,gene
Manes.01G017500.v8.1,Manes.01G017500,,turquoise,NA,gene
Manes.01G017600.v8.1,Manes.01G017600,(1 of 3) PTHR23213//PTHR23213:SF220 - FORMIN-RELATED // SUBFAMILY NOT NAMED,brown,NA,gene
Manes.01G017700.v8.1,Manes.01G017700,(1 of 2) 3.1.2.2//3.1.2.20 - Palmitoyl-CoA hydrolase / Long-chain fatty-acyl-CoA hydrolase // Acyl-CoA hydrolase,turquoise,NA,gene
Manes.01G018300.v8.1,Manes.01G018300,(1 of 2) K17800 - LETM1 and EF-hand domain-containing protein 1; mitochondrial (LETM1; MDM38),turquoise,NA,gene
Manes.01G018600.v8.1,Manes.01G018600,(1 of 4) 1.1.1.54//1.3.1.102//1.3.1.74 - Allyl-alcohol dehydrogenase // 2-alkenal reductase (NADP(+)) / NADPH-dependent alkenal/one oxidoreductase // 2-alkenal reductase (NAD(P)(+)) / NADPH:2-alkenal alpha;beta-hydrogenase,turquoise,NA,gene
Manes.01G018800.v8.1,Manes.01G018800,(1 of 8) K07119 - uncharacterized protein (K07119),turquoise,NA,gene
Manes.01G021900.v8.1,Manes.01G021900,(1 of 2) PTHR24115:SF372 - KIF19A,turquoise,NA,gene
Manes.01G022300.v8.1,Manes.01G022300,(1 of 8) K01530 - phospholipid-translocating ATPase (E3.6.3.1),turquoise,NA,gene
Manes.01G022500.v8.1,Manes.01G022500,(1 of 5) PTHR31194//PTHR31194:SF14 - SHN  SHINE ; DNA BINDING / TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G023300.v8.1,Manes.01G023300,(1 of 9) 1.13.11.19 - Cysteamine dioxygenase / Persulfurase,turquoise,NA,gene
Manes.01G023900.v8.1,Manes.01G023900,(1 of 1) 3.5.3.12 - Agmatine deiminase,turquoise,NA,gene
Manes.01G025300.v8.1,Manes.01G025300,(1 of 12) K15639 - PHYB activation tagged suppressor 1 (CYP734A1; BAS1),turquoise,NA,gene
Manes.01G025400.v8.1,Manes.01G025400,(1 of 2) K14842 - ribosome biogenesis protein NSA2 (NSA2),turquoise,NA,gene
Manes.01G025500.v8.1,Manes.01G025500,(1 of 2) PTHR31964//PTHR31964:SF39 - FAMILY NOT NAMED // ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE PROTEIN,turquoise,NA,gene
Manes.01G025900.v8.1,Manes.01G025900,,brown,NA,gene
Manes.01G026300.v8.1,Manes.01G026300,(1 of 9) 5.4.99.30 - UDP-arabinopyranose mutase,turquoise,carb,gene
Manes.01G026600.v8.1,Manes.01G026600,(1 of 1) K09564 - peptidyl-prolyl isomerase E (cyclophilin E) (PPIE),turquoise,NA,gene
Manes.01G027100.v8.1,Manes.01G027100,(1 of 2) PTHR10693//PTHR10693:SF27 - RAS GTPASE-ACTIVATING PROTEIN-BINDING PROTEIN // NUCLEAR TRANSPORT FACTOR 2 AND RNA RECOGNITION MOTIF DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.01G027350.v8.1,Manes.01G027350,,turquoise,NA,gene
Manes.01G027400.v8.1,Manes.01G027400,(1 of 2) PTHR13890//PTHR13890:SF11 - RNA SPLICING PROTEIN MRS2; MITOCHONDRIAL // MAGNESIUM TRANSPORTER MRS2-5,turquoise,NA,gene
Manes.01G027900.v8.1,Manes.01G027900,(1 of 2) PF07168 - Ureide permease (Ureide_permease),turquoise,NA,gene
Manes.01G028200.v8.1,Manes.01G028200,(1 of 1) 3.1.1.3//3.7.1.14 - Triacylglycerol lipase / Triglyceride lipase // 2-hydroxy-6-oxonona-2;4-dienedioate hydrolase,turquoise,NA,gene
Manes.01G028600.v8.1,Manes.01G028600,(1 of 4) PTHR18860//PTHR18860:SF12 - 14-3-3 PROTEIN // 14-3-3-LIKE PROTEIN GF14 IOTA,turquoise,NA,gene
Manes.01G028700.v8.1,Manes.01G028700,(1 of 2) PTHR10108:SF817 - METHYLTRANSFERASE PMT4-RELATED,brown,NA,gene
Manes.01G028800.v8.1,Manes.01G028800,(1 of 1) PTHR13748//PTHR13748:SF31 - COBW-RELATED // COBW DOMAIN-CONTAINING PROTEIN 1,turquoise,NA,gene
Manes.01G029300.v8.1,Manes.01G029300,(1 of 2) PTHR31221//PTHR31221:SF8 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 57-RELATED,turquoise,NA,gene
Manes.01G029950.v8.1,Manes.01G029950,(1 of 1) 4.6.1.1 - Adenylate cyclase / ATP pyrophosphate-lyase,turquoise,NA,gene
Manes.01G030200.v8.1,Manes.01G030200,(1 of 2) PTHR11106//PTHR11106:SF65 - GANGLIOSIDE INDUCED DIFFERENTIATION ASSOCIATED PROTEIN 2-RELATED // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G030400.v8.1,Manes.01G030400,(1 of 1) PF02151//PF08755 - UvrB/uvrC motif (UVR) // Hemimethylated DNA-binding protein YccV like (YccV-like),turquoise,NA,gene
Manes.01G031001.v8.1,Manes.01G031001,(1 of 2) PTHR20856:SF20 - DNA-DIRECTED RNA POLYMERASE SUBUNIT BETA,turquoise,NA,gene
Manes.01G031200.v8.1,Manes.01G031200,(1 of 2) KOG2861 - Uncharacterized conserved protein,turquoise,NA,gene
Manes.01G031300.v8.1,Manes.01G031300,(1 of 1) PTHR10971:SF17 - MITOTIC CHECKPOINT PROTEIN BUB3.3,turquoise,NA,gene
Manes.01G031400.v8.1,Manes.01G031400,(1 of 1) 2.7.4.26 - Isopentenyl phosphate kinase,turquoise,NA,gene
Manes.01G032000.v8.1,Manes.01G032000,(1 of 1) PTHR33133:SF1 - T24P13.3,turquoise,NA,gene
Manes.01G033000.v8.1,Manes.01G033000,(1 of 4) 2.7.10.2//2.7.12.1 - Non-specific protein-tyrosine kinase / Cytoplasmic protein tyrosine kinase // Dual-specificity kinase,turquoise,NA,gene
Manes.01G033200.v8.1,Manes.01G033200,(1 of 2) PTHR31741:SF3 - O-FUCOSYLTRANSFERASE-LIKE PROTEIN,turquoise,NA,gene
Manes.01G034100.v8.1,Manes.01G034100,(1 of 1) KOG4555 - TPR repeat-containing protein,turquoise,NA,gene
Manes.01G034200.v8.1,Manes.01G034200,(1 of 2) PTHR14304//PTHR14304:SF11 - P30 DBC PROTEIN // PROTEIN LST-3; ISOFORM A,turquoise,NA,gene
Manes.01G034500.v8.1,Manes.01G034500,(1 of 43) PF01357 - Pollen allergen (Pollen_allerg_1),turquoise,NA,gene
Manes.01G034600.v8.1,Manes.01G034600,(1 of 2) PTHR11945//PTHR11945:SF169 - MADS BOX PROTEIN // MADS-BOX FAMILY PROTEIN,turquoise,NA,gene
Manes.01G034900.v8.1,Manes.01G034900,(1 of 7) PTHR10891:SF574 - CALCIUM-BINDING PROTEIN CML30-RELATED,turquoise,NA,gene
Manes.01G035000.v8.1,Manes.01G035000,(1 of 6) PTHR31089//PTHR31089:SF4 - FAMILY NOT NAMED // CYCLIC DOF FACTOR 2-RELATED,turquoise,NA,gene
Manes.01G035100.v8.1,Manes.01G035100,(1 of 2) PTHR31499//PTHR31499:SF11 - FAMILY NOT NAMED // HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN,turquoise,NA,gene
Manes.01G036300.v8.1,Manes.01G036300,(1 of 3) K14413 - beta-1;3-galactosyltransferase (GALT1),turquoise,carb,gene
Manes.01G040700.v8.1,Manes.01G040700,(1 of 80) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase),turquoise,NA,gene
Manes.01G040100.v8.1,Manes.01G040100,(1 of 1) KOG0817 - Acyl-CoA-binding protein,turquoise,NA,gene
Manes.01G039400.v8.1,Manes.01G039400,(1 of 28) PF04398 - Protein of unknown function; DUF538 (DUF538),turquoise,NA,gene
Manes.01G039200.v8.1,Manes.01G039200,(1 of 1) K09122 - hypothetical protein (K09122),turquoise,NA,gene
Manes.01G036600.v8.1,Manes.01G036600,(1 of 1) K03132 - transcription initiation factor TFIID subunit 7 (TAF7),turquoise,NA,gene
Manes.01G036700.v8.1,Manes.01G036700,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),turquoise,NA,gene
Manes.01G037300.v8.1,Manes.01G037300,(1 of 63) PF12937 - F-box-like (F-box-like),turquoise,NA,gene
Manes.01G037700.v8.1,Manes.01G037700,(1 of 3) PTHR12820//PTHR12820:SF0 - VACUOLAR SORTING PROTEIN 53 // VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 53 HOMOLOG,turquoise,NA,gene
Manes.01G038300.v8.1,Manes.01G038300,(1 of 1) PTHR22957:SF312 - RABGAP/TBC DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.01G041200.v8.1,Manes.01G041200,(1 of 91) K14488 - SAUR family protein (SAUR),turquoise,NA,gene
Manes.01G041700.v8.1,Manes.01G041700,(1 of 8) PTHR27000//PTHR27000:SF155 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE-RELATED,turquoise,NA,gene
Manes.01G042100.v8.1,Manes.01G042100,(1 of 2) PF09446 - VMA21-like domain (VMA21),turquoise,NA,gene
Manes.01G042400.v8.1,Manes.01G042400,(1 of 5) PF00076//PF07145//PF14259 - RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain) (RRM_1) // Ataxin-2 C-terminal region (PAM2) // RNA recognition motif (a.k.a. RRM; RBD; or RNP domain) (RRM_6),turquoise,NA,gene
Manes.01G042600.v8.1,Manes.01G042600,(1 of 5) PF00076//PF07145//PF14259 - RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain) (RRM_1) // Ataxin-2 C-terminal region (PAM2) // RNA recognition motif (a.k.a. RRM; RBD; or RNP domain) (RRM_6),turquoise,NA,gene
Manes.01G042800.v8.1,Manes.01G042800,(1 of 4) K12890 - splicing factor; arginine/serine-rich 1/9 (SFRS1_9),turquoise,NA,gene
Manes.01G043100.v8.1,Manes.01G043100,,turquoise,NA,gene
Manes.01G043500.v8.1,Manes.01G043500,(1 of 3) PTHR10209:SF111 - DOWNY MILDEW RESISTANCE 6 PROTEIN / OXIDOREDUCTASE,turquoise,NA,gene
Manes.01G044400.v8.1,Manes.01G044400,(1 of 1) PTHR22814:SF51 - HEAVY METAL TRANSPORT/DETOXIFICATION DOMAIN-CONTAINING PROTEIN,turquoise,NA,gene
Manes.01G044801.v8.1,Manes.01G044801,(1 of 3) PTHR12121//PTHR12121:SF44 - CARBON CATABOLITE REPRESSOR PROTEIN 4 // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G050500.v8.1,Manes.01G050500,(1 of 3) PTHR32468//PTHR32468:SF34 - FAMILY NOT NAMED // CATION/H(+) ANTIPORTER 18,turquoise,NA,gene
Manes.01G050700.v8.1,Manes.01G050700,(1 of 1) PTHR21495//PTHR21495:SF49 - NUCLEOPORIN-RELATED // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G051400.v8.1,Manes.01G051400,(1 of 2) PTHR23074:SF90 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN,turquoise,NA,gene
Manes.01G051545.v8.1,Manes.01G051545,(1 of 2) PTHR11972//PTHR11972:SF69 - NADPH OXIDASE // RESPIRATORY BURST OXIDASE HOMOLOG PROTEIN F-RELATED,turquoise,NA,gene
Manes.01G048100.v8.1,Manes.01G048100,(1 of 2) PTHR23115:SF184 - TRANSLATION INITIATION FACTOR IF-2; MITOCHONDRIAL,turquoise,NA,gene
Manes.01G048766.v8.1,Manes.01G048766,(1 of 2) PTHR11214//PTHR11214:SF7 - BETA-1;3-N-ACETYLGLUCOSAMINYLTRANSFERASE // SUBFAMILY NOT NAMED,turquoise,carb,gene
Manes.01G045600.v8.1,Manes.01G045600,,turquoise,NA,gene
Manes.01G045560.v8.1,Manes.01G045560,(1 of 3) PTHR33513:SF4 - GB|AAF04428.1,brown,NA,gene
Manes.01G048000.v8.1,Manes.01G048000,(1 of 1) PTHR23257:SF454 - SERINE/THREONINE-PROTEIN KINASE QKGA-RELATED,turquoise,NA,gene
Manes.01G047820.v8.1,Manes.01G047820,,turquoise,NA,gene
Manes.01G048900.v8.1,Manes.01G048900,(1 of 2) PTHR11349//PTHR11349:SF53 - NUCLEOSIDE DIPHOSPHATE KINASE // NUCLEOSIDE DIPHOSPHATE KINASE-RELATED,turquoise,NA,gene
Manes.01G049360.v8.1,Manes.01G049360,(1 of 2) PTHR22298//PTHR22298:SF19 - ENDO-1;4-BETA-GLUCANASE // ENDOGLUCANASE 19-RELATED,turquoise,carb,gene
Manes.01G049375.v8.1,Manes.01G049375,,turquoise,NA,gene
Manes.01G049465.v8.1,Manes.01G049465,(1 of 1) PTHR10871//PTHR10871:SF8 - 30S RIBOSOMAL PROTEIN S13/40S RIBOSOMAL PROTEIN S18 // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G049616.v8.1,Manes.01G049616,(1 of 2) PTHR31339//PTHR31339:SF3 - FAMILY NOT NAMED // GLYCOSIDE HYDROLASE FAMILY 28 PROTEIN / POLYGALACTURONASE (PECTINASE) FAMILY PROTEIN,brown,NA,gene
Manes.01G046800.v8.1,Manes.01G046800,(1 of 1) PTHR19376//PTHR19376:SF38 - DNA-DIRECTED RNA POLYMERASE // DNA-DIRECTED RNA POLYMERASE SUBUNIT BETA'',turquoise,NA,gene
Manes.01G045515.v8.1,Manes.01G045515,,turquoise,NA,gene
Manes.01G045300.v8.1,Manes.01G045300,,brown,NA,gene
Manes.01G045165.v8.1,Manes.01G045165,(1 of 2) PTHR32285//PTHR32285:SF40 - FAMILY NOT NAMED // PROTEIN TRICHOME BIREFRINGENCE-LIKE 23-RELATED,turquoise,NA,gene
Manes.01G049700.v8.1,Manes.01G049700,(1 of 2) PTHR11566//PTHR11566:SF58 - DYNAMIN // DYNAMIN-RELATED PROTEIN 1A,turquoise,NA,gene
Manes.01G056204.v8.1,Manes.01G056204,(1 of 2) K01761 - methionine-gamma-lyase (E4.4.1.11),turquoise,NA,gene
Manes.01G052100.v8.1,Manes.01G052100,(1 of 4) PF05631 - Sugar-tranasporters; 12 TM (MFS_5),turquoise,NA,gene
Manes.01G052112.v8.1,Manes.01G052112,(1 of 4) PTHR12665//PTHR12665:SF14 - ORMDL PROTEINS // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G049500.v8.1,Manes.01G049500,(1 of 1) PF10382 - Protein of unknown function (DUF2439) (DUF2439),turquoise,NA,gene
Manes.01G053600.v8.1,Manes.01G053600,(1 of 2) 3.2.1.28 - Alpha;alpha-trehalase / Trehalase,turquoise,NA,gene
Manes.01G053700.v8.1,Manes.01G053700,(1 of 4) PTHR24320//PTHR24320:SF81 - FAMILY NOT NAMED // NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN,turquoise,NA,gene
Manes.01G054400.v8.1,Manes.01G054400,(1 of 1) PTHR34461:SF2 - GENOMIC DNA; CHROMOSOME 3; P1 CLONE: MYM9,brown,NA,gene
Manes.01G054600.v8.1,Manes.01G054600,(1 of 1) K06111 - exocyst complex component 4 (EXOC4; SEC8L1),turquoise,NA,gene
Manes.01G054800.v8.1,Manes.01G054800,(1 of 2) PTHR11214:SF106 - BETA-1;3-GALACTOSYLTRANSFERASE 6-RELATED,brown,carb,gene
Manes.01G054900.v8.1,Manes.01G054900,(1 of 3) PTHR19308//PTHR19308:SF12 - PHOSPHATIDYLCHOLINE TRANSFER PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G055300.v8.1,Manes.01G055300,(1 of 1) PTHR10168:SF44 - GLUTAREDOXIN DOMAIN-CONTAINING CYSTEINE-RICH PROTEIN CG12206-RELATED,turquoise,NA,gene
Manes.01G055400.v8.1,Manes.01G055400,(1 of 2) PTHR31989:SF39 - NAC DOMAIN-CONTAINING PROTEIN 12,turquoise,NA,gene
Manes.01G055708.v8.1,Manes.01G055708,(1 of 15) PF04811 - Sec23/Sec24 trunk domain (Sec23_trunk),turquoise,NA,gene
Manes.01G056000.v8.1,Manes.01G056000,(1 of 2) PTHR32227//PTHR32227:SF29 - FAMILY NOT NAMED // GLUCAN ENDO-1;3-BETA-GLUCOSIDASE 10-RELATED,brown,carb,gene
Manes.01G056900.v8.1,Manes.01G056900,,turquoise,NA,gene
Manes.01G057200.v8.1,Manes.01G057200,(1 of 2) PTHR10641//PTHR10641:SF667 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G057300.v8.1,Manes.01G057300,(1 of 8) PF05633 - Protein of unknown function (DUF793) (DUF793),turquoise,NA,gene
Manes.01G058100.v8.1,Manes.01G058100,(1 of 5) PTHR31339:SF7 - POLYGALACTURONASE-RELATED,brown,NA,gene
Manes.01G058600.v8.1,Manes.01G058600,(1 of 5) 2.4.1.122 - Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase,brown,NA,gene
Manes.01G058700.v8.1,Manes.01G058700,(1 of 2) PTHR11850//PTHR11850:SF120 - HOMEOBOX PROTEIN TRANSCRIPTION FACTORS // HOMEOBOX PROTEIN BEL1 HOMOLOG,turquoise,NA,gene
Manes.01G060200.v8.1,Manes.01G060200,(1 of 2) PTHR22937//PTHR22937:SF49 - RING FINGER CONTAINING PROTEIN // SUBFAMILY NOT NAMED,turquoise,NA,gene
Manes.01G060500.v8.1,Manes.01G060500,(1 of 2) PTHR31319:SF20 - CCT MOTIF FAMILY PROTEIN,turquoise,NA,gene
Manes.01G060875.v8.1,Manes.01G060875,(1 of 7) PF12043 - Domain of unknown function (DUF3527) (DUF3527),brown,NA,gene
Manes.01G061400.v8.1,Manes.01G061400,(1 of 1) PTHR11588//PTHR11588:SF124 - TUBULIN // SUBFAMILY NOT NAMED,brown,NA,gene
Manes.01G061600.v8.1,Manes.01G061600,(1 of 1) PTHR18901//PTHR18901:SF4 - 2-DEOXYGLUCOSE-6-PHOSPHATE PHOSPHATASE 2 // SUBFAMILY NOT NAMED,turquoise,carb,gene
Manes.01G061900.v8.1,Manes.01G061900,(1 of 2) PTHR15141//PTHR15141:SF38 - TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 3 // BROMO-ADJACENT HOMOLOGY (BAH) DOMAIN-CONTAINING PROTEIN-RELATED,turquoise,NA,gene
Manes.01G062000.v8.1,Manes.01G062000,(1 of 3) PTHR31500//PTHR31500:SF9 - FAMILY NOT NAMED // AT HOOK MOTIF DNA-BINDING FAMILY PROTEIN,turquoise,NA,gene
Manes.01G062600.v8.1,Manes.01G062600,(1 of 4) PTHR11260:SF220 - GST-CONTAINING FLYWCH ZINC-FINGER PROTEIN,turquoise,NA,gene
Manes.01G062700.v8.1,Manes.01G062700,(1 of 3) 3.6.3.4//3.6.3.54 - Cu(2+)-exporting ATPase // Cu(+) exporting ATPase,turquoise,NA,gene
Manes.01G063500.v8.1,Manes.01G063500,(1 of 21) PF04525 - LURP-one-related (LOR),brown,NA,gene
