gene_id,locusName,Description,colors,class,gene_metabolite
Manes.01G038200.v8.1,Manes.01G038200,(1 of 3) PTHR19359:SF22 - CYTOCHROME B5 ISOFORM A,yellow,NA,gene
Manes.01G038700.v8.1,Manes.01G038700,(1 of 1) 1.1.1.65//3.1.1.31 - Pyridoxine 4-dehydrogenase / Pyridoxine dehydrogenase // 6-phosphogluconolactonase,yellow,NA,gene
Manes.01G043900.v8.1,Manes.01G043900,(1 of 4) K03626 - nascent polypeptide-associated complex subunit alpha (EGD2; NACA),yellow,NA,gene
Manes.01G044600.v8.1,Manes.01G044600,(1 of 3) PTHR11014//PTHR11014:SF103 - PEPTIDASE M20 FAMILY MEMBER // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G047900.v8.1,Manes.01G047900,(1 of 1) PTHR22847//PTHR22847:SF443 - WD40 REPEAT PROTEIN // PROTEIN SPA1-RELATED 2,yellow,NA,gene
Manes.01G052104.v8.1,Manes.01G052104,(1 of 2) PTHR13902//PTHR13902:SF56 - SERINE/THREONINE-PROTEIN KINASE WNK  WITH NO LYSINE -RELATED // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G059500.v8.1,Manes.01G059500,(1 of 5) PTHR12174:SF41 - SIGNAL PEPTIDE PEPTIDASE-LIKE 4,yellow,NA,gene
Manes.01G065600.v8.1,Manes.01G065600,(1 of 6) K02896 - large subunit ribosomal protein L24e (RP-L24e; RPL24),yellow,NA,gene
Manes.01G071200.v8.1,Manes.01G071200,(1 of 1) PTHR10361:SF30 - SODIUM/METABOLITE COTRANSPORTER BASS5; CHLOROPLASTIC-RELATED,yellow,NA,gene
Manes.01G071900.v8.1,Manes.01G071900,(1 of 1) PTHR10381//PTHR10381:SF15 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT // ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT-RELATED PROTEIN 2; CHLOROPLASTIC,yellow,NA,gene
Manes.01G073125.v8.1,Manes.01G073125,(1 of 7) K03347 - cullin 1 (CUL1; CDC53),yellow,NA,gene
Manes.01G079500.v8.1,Manes.01G079500,,yellow,NA,gene
Manes.01G082600.v8.1,Manes.01G082600,(1 of 4) K02877 - large subunit ribosomal protein L15e (RP-L15e; RPL15),yellow,NA,gene
Manes.01G087500.v8.1,Manes.01G087500,(1 of 1) PF00320//PF13919 - GATA zinc finger (GATA) // Asx homology domain (ASXH),yellow,NA,gene
Manes.01G087900.v8.1,Manes.01G087900,(1 of 2) PTHR10381:SF25 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT-RELATED PROTEIN 4; CHLOROPLASTIC,yellow,NA,gene
Manes.01G090400.v8.1,Manes.01G090400,(1 of 5) K02915 - large subunit ribosomal protein L34e (RP-L34e; RPL34),yellow,NA,gene
Manes.01G096300.v8.1,Manes.01G096300,(1 of 3) PTHR27000//PTHR27000:SF205 - FAMILY NOT NAMED // LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE RPK2,yellow,NA,gene
Manes.01G104800.v8.1,Manes.01G104800,(1 of 1) PTHR23308:SF2 - KANADAPTIN,yellow,NA,gene
Manes.01G106000.v8.1,Manes.01G106000,(1 of 1) K16750 - biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC1S2),yellow,NA,gene
Manes.01G123400.v8.1,Manes.01G123400,(1 of 2) PTHR10121//PTHR10121:SF1 - COATOMER SUBUNIT DELTA // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G125800.v8.1,Manes.01G125800,(1 of 1) PTHR22911//PTHR22911:SF60 - ACYL-MALONYL CONDENSING ENZYME-RELATED // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G128400.v8.1,Manes.01G128400,,yellow,NA,gene
Manes.01G147700.v8.1,Manes.01G147700,(1 of 4) PF06911 - Senescence-associated protein (Senescence),yellow,NA,gene
Manes.01G148200.v8.1,Manes.01G148200,(1 of 2) K02150 - V-type H+-transporting ATPase subunit E (ATPeV1E; ATP6E),yellow,NA,gene
Manes.01G149500.v8.1,Manes.01G149500,(1 of 6) K03094 - S-phase kinase-associated protein 1 (SKP1; CBF3D),yellow,NA,gene
Manes.01G151300.v8.1,Manes.01G151300,(1 of 1) PTHR24198:SF87 - ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN; CHLOROPLASTIC,yellow,NA,gene
Manes.01G151500.v8.1,Manes.01G151500,(1 of 2) K08999 - hypothetical protein (K08999),yellow,NA,gene
Manes.01G153600.v8.1,Manes.01G153600,(1 of 2) PTHR11835//PTHR11835:SF51 - DECARBOXYLATING DEHYDROGENASES-ISOCITRATE; ISOPROPYLMALATE; TARTRATE // ISOCITRATE DEHYDROGENASE [NAD] REGULATORY SUBUNIT 2; MITOCHONDRIAL-RELATED,yellow,carb,gene
Manes.01G155400.v8.1,Manes.01G155400,(1 of 1) K06928 - nucleoside-triphosphatase (NTPCR),yellow,NA,gene
Manes.01G156400.v8.1,Manes.01G156400,(1 of 2) K08852 - serine/threonine-protein kinase/endoribonuclease IRE1 (ERN1),yellow,NA,gene
Manes.01G157600.v8.1,Manes.01G157600,(1 of 1) PTHR22912//PTHR22912:SF183 - DISULFIDE OXIDOREDUCTASE // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G159600.v8.1,Manes.01G159600,(1 of 2) PTHR13466//PTHR13466:SF6 - TEX2 PROTEIN-RELATED // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G160501.v8.1,Manes.01G160501,(1 of 1) PTHR22849//PTHR22849:SF41 - WDSAM1 PROTEIN // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G164100.v8.1,Manes.01G164100,(1 of 1) PTHR10746:SF10 - 50S RIBOSOMAL PROTEIN L4; CHLOROPLASTIC,yellow,NA,gene
Manes.01G167200.v8.1,Manes.01G167200,(1 of 7) K14686 - solute carrier family 31 (copper transporter); member 1 (SLC31A1; CTR1),yellow,NA,gene
Manes.01G173500.v8.1,Manes.01G173500,(1 of 5) 5.3.1.1 - Triose-phosphate isomerase / Triosephosphate mutase,yellow,carb,gene
Manes.01G174000.v8.1,Manes.01G174000,(1 of 3) PTHR15371//PTHR15371:SF2 - TIM23 // OUTER ENVELOPE PORE PROTEIN 16-1; CHLOROPLASTIC,yellow,NA,gene
Manes.01G176200.v8.1,Manes.01G176200,(1 of 3) K03232 - elongation factor 1-beta (EEF1B),yellow,NA,gene
Manes.01G176400.v8.1,Manes.01G176400,(1 of 2) 2.7.1.148 - 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase / CMK,yellow,carot,gene
Manes.01G178200.v8.1,Manes.01G178200,(1 of 1) PTHR13119:SF12 - PROTEIN SUPPRESSOR OF SABLE,yellow,NA,gene
Manes.01G179700.v8.1,Manes.01G179700,(1 of 2) PTHR24193:SF83 - ANKYRIN REPEAT-CONTAINING PROTEIN,yellow,NA,gene
Manes.01G185900.v8.1,Manes.01G185900,(1 of 5) K02915 - large subunit ribosomal protein L34e (RP-L34e; RPL34),yellow,NA,gene
Manes.01G186600.v8.1,Manes.01G186600,(1 of 1) KOG2973 - Uncharacterized conserved protein,yellow,NA,gene
Manes.01G189900.v8.1,Manes.01G189900,(1 of 7) K15040 - voltage-dependent anion channel protein 2 (VDAC2),yellow,NA,gene
Manes.01G194600.v8.1,Manes.01G194600,(1 of 1) K12189 - ESCRT-II complex subunit VPS25 (VPS25; EAP20),yellow,NA,gene
Manes.01G200700.v8.1,Manes.01G200700,(1 of 4) K02958 - small subunit ribosomal protein S15e (RP-S15e; RPS15),yellow,NA,gene
Manes.01G204900.v8.1,Manes.01G204900,(1 of 1) KOG0978//KOG0982//KOG0993 - E3 ubiquitin ligase involved in syntaxin degradation // Centrosomal protein Nuf // Rab5 GTPase effector Rabaptin-5,yellow,NA,gene
Manes.01G212400.v8.1,Manes.01G212400,(1 of 3) K01090 - protein phosphatase (E3.1.3.16),yellow,NA,gene
Manes.01G212500.v8.1,Manes.01G212500,(1 of 1) K06671 - cohesin complex subunit SA-1/2 (STAG1_2; SCC3; IRR1),yellow,NA,gene
Manes.01G213200.v8.1,Manes.01G213200,(1 of 166) PF00646 - F-box domain (F-box),yellow,NA,gene
Manes.01G215700.v8.1,Manes.01G215700,(1 of 4) PTHR11064:SF42 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-5,yellow,NA,gene
Manes.01G216900.v8.1,Manes.01G216900,(1 of 1) PTHR17130:SF20 - PROTEIN LOW PSII ACCUMULATION 1; CHLOROPLASTIC,yellow,NA,gene
Manes.01G217800.v8.1,Manes.01G217800,(1 of 2) PTHR22932//PTHR22932:SF5 - TELOMERASE-BINDING PROTEIN P23  HSP90 CO-CHAPERONE // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G220300.v8.1,Manes.01G220300,(1 of 1) K11091 - U1 small nuclear ribonucleoprotein A (SNRPA),yellow,NA,gene
Manes.01G221200.v8.1,Manes.01G221200,(1 of 4) K02883 - large subunit ribosomal protein L18e (RP-L18e; RPL18),yellow,NA,gene
Manes.01G222800.v8.1,Manes.01G222800,(1 of 4) K02885 - large subunit ribosomal protein L19e (RP-L19e; RPL19),yellow,NA,gene
Manes.01G226500.v8.1,Manes.01G226500,(1 of 2) PTHR23241//PTHR23241:SF55 - LATE EMBRYOGENESIS ABUNDANT  PLANTS  LEA-RELATED // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G228600.v8.1,Manes.01G228600,(1 of 2) PTHR10381//PTHR10381:SF12 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT // ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 5; CHLOROPLASTIC,yellow,NA,gene
Manes.01G231600.v8.1,Manes.01G231600,(1 of 80) PF01535//PF13041//PF14432 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase),yellow,NA,gene
Manes.01G231800.v8.1,Manes.01G231800,(1 of 1) PTHR30115:SF11 - NITROGEN REGULATORY PROTEIN P-II HOMOLOG,yellow,NA,gene
Manes.01G232900.v8.1,Manes.01G232900,(1 of 4) K02977 - small subunit ribosomal protein S27Ae (RP-S27Ae; RPS27A),yellow,NA,gene
Manes.01G248600.v8.1,Manes.01G248600,(1 of 2) K16240 - protein suppressor of PHYA-105 1 (SPA1),yellow,NA,gene
Manes.01G249700.v8.1,Manes.01G249700,(1 of 1) K11600 - exosome complex component RRP41 (RRP41; EXOSC4; SKI6),yellow,NA,gene
Manes.01G250600.v8.1,Manes.01G250600,(1 of 2) PTHR10706 - F-BOX FAMILY PROTEIN,yellow,NA,gene
Manes.01G251700.v8.1,Manes.01G251700,(1 of 2) PTHR10994:SF78 - RETICULON-LIKE PROTEIN B1-RELATED,yellow,NA,gene
Manes.01G253200.v8.1,Manes.01G253200,(1 of 1) K02931 - large subunit ribosomal protein L5 (RP-L5; MRPL5; rplE),yellow,NA,gene
Manes.01G256600.v8.1,Manes.01G256600,(1 of 9) PTHR21726:SF30 - PHOSPHATIDYLINOSITOL N-ACETYGLUCOSAMINLYTRANSFERASE SUBUNIT P-LIKE PROTEIN,yellow,NA,gene
Manes.01G259300.v8.1,Manes.01G259300,(1 of 2) PTHR12203//PTHR12203:SF27 - KDEL  LYS-ASP-GLU-LEU  CONTAINING - RELATED // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.01G272300.v8.1,Manes.01G272300,(1 of 43) PF05553 - Cotton fibre expressed protein (DUF761),yellow,NA,gene
Manes.02G000300.v8.1,Manes.02G000300,(1 of 2) K17781 - mitochondrial import inner membrane translocase subunit TIM13 (TIM13),yellow,NA,gene
Manes.02G021600.v8.1,Manes.02G021600,(1 of 2) K09539 - DnaJ homolog subfamily C member 19 (DNAJC19),yellow,NA,gene
Manes.02G027500.v8.1,Manes.02G027500,(1 of 2) K13519 - lysophospholipid acyltransferase (LPT1; ALE1),yellow,NA,gene
Manes.02G034500.v8.1,Manes.02G034500,(1 of 56) PF14368 - Probable lipid transfer (LTP_2),yellow,NA,gene
Manes.02G034900.v8.1,Manes.02G034900,(1 of 4) PTHR31080:SF8 - F23N19.12,yellow,NA,gene
Manes.02G036300.v8.1,Manes.02G036300,(1 of 4) PTHR23023//PTHR23023:SF94 - DIMETHYLANILINE MONOOXYGENASE // FLAVIN-CONTAINING MONOOXYGENASE FMO GS-OX-LIKE 1-RELATED,yellow,NA,gene
Manes.02G038700.v8.1,Manes.02G038700,(1 of 1) PTHR24031//PTHR24031:SF293 - RNA HELICASE // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.02G041100.v8.1,Manes.02G041100,(1 of 4) K02877 - large subunit ribosomal protein L15e (RP-L15e; RPL15),yellow,NA,gene
Manes.02G043300.v8.1,Manes.02G043300,(1 of 4) K13199 - plasminogen activator inhibitor 1 RNA-binding protein (SERBP1),yellow,NA,gene
Manes.02G045000.v8.1,Manes.02G045000,(1 of 2) PTHR14154//PTHR14154:SF14 - UPF0041 BRAIN PROTEIN 44-RELATED // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.02G051500.v8.1,Manes.02G051500,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),yellow,NA,gene
Manes.02G056200.v8.1,Manes.02G056200,(1 of 1) PTHR12210//PTHR12210:SF58 - NUCLEAR LIM INTERACTOR-INTERACTING FACTOR-RELATED // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.02G059500.v8.1,Manes.02G059500,(1 of 2) PTHR22763//PTHR22763:SF34 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.02G059800.v8.1,Manes.02G059800,(1 of 6) K02936 - large subunit ribosomal protein L7Ae (RP-L7Ae; RPL7A),yellow,NA,gene
Manes.02G062200.v8.1,Manes.02G062200,(1 of 4) 1.1.1.44 - Phosphogluconate dehydrogenase (NADP(+)-dependent; decarboxylating) / Phosphogluconic acid dehydrogenase,yellow,NA,gene
Manes.02G062400.v8.1,Manes.02G062400,(1 of 4) PTHR33228:SF3 - PROTEIN GLUTAMINE DUMPER 7,yellow,NA,gene
Manes.02G076500.v8.1,Manes.02G076500,(1 of 3) KOG4467 - Uncharacterized conserved protein,yellow,NA,gene
Manes.02G077000.v8.1,Manes.02G077000,(1 of 2) PTHR21493:SF112 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN,yellow,NA,gene
Manes.02G088600.v8.1,Manes.02G088600,(1 of 2) KOG0716 - Molecular chaperone (DnaJ superfamily),yellow,NA,gene
Manes.02G090800.v8.1,Manes.02G090800,(1 of 2) PTHR23257:SF545 - SERINE/THREONINE KINASE-RELATED,yellow,NA,gene
Manes.02G095900.v8.1,Manes.02G095900,(1 of 3) PTHR10286//PTHR10286:SF13 - INORGANIC PYROPHOSPHATASE // INORGANIC PYROPHOSPHATASE-LIKE PROTEIN,yellow,NA,gene
Manes.02G096000.v8.1,Manes.02G096000,(1 of 4) PTHR23172:SF19 - AUXILLIN; ISOFORM A,yellow,NA,gene
Manes.02G102200.v8.1,Manes.02G102200,(1 of 7) K02155 - V-type H+-transporting ATPase 16kDa proteolipid subunit (ATPeV0C; ATP6L),yellow,NA,gene
Manes.02G102600.v8.1,Manes.02G102600,(1 of 1) 2.5.1.78 - 6;7-dimethyl-8-ribityllumazine synthase / Lumazine synthase,yellow,NA,gene
Manes.02G103000.v8.1,Manes.02G103000,(1 of 2) K09578 - peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (PIN1),yellow,NA,gene
Manes.02G103100.v8.1,Manes.02G103100,(1 of 1) PTHR10173//PTHR10173:SF28 - METHIONINE SULFOXIDE REDUCTASE // PEPTIDE METHIONINE SULFOXIDE REDUCTASE A5,yellow,NA,gene
Manes.02G103500.v8.1,Manes.02G103500,(1 of 2) K11098 - small nuclear ribonucleoprotein F (SNRPF; SMF),yellow,NA,gene
Manes.02G106800.v8.1,Manes.02G106800,(1 of 2) K02150 - V-type H+-transporting ATPase subunit E (ATPeV1E; ATP6E),yellow,NA,gene
Manes.02G111600.v8.1,Manes.02G111600,(1 of 2) K14775 - ribosome biogenesis protein UTP30 (UTP30; RSL1D1),yellow,NA,gene
Manes.02G115500.v8.1,Manes.02G115500,(1 of 2) PTHR14659//PTHR14659:SF1 - FAMILY NOT NAMED // ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34,yellow,NA,gene
Manes.02G117200.v8.1,Manes.02G117200,(1 of 4) PTHR15348:SF6 - AT-RICH INTERACTIVE DOMAIN-CONTAINING PROTEIN 5-RELATED,yellow,NA,gene
Manes.02G119300.v8.1,Manes.02G119300,(1 of 3) PTHR11071//PTHR11071:SF291 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.02G132500.v8.1,Manes.02G132500,(1 of 4) PTHR27001//PTHR27001:SF191 - FAMILY NOT NAMED // PROTEIN KINASE APK1A; CHLOROPLASTIC-RELATED,yellow,NA,gene
Manes.02G132800.v8.1,Manes.02G132800,(1 of 5) 5.3.1.1 - Triose-phosphate isomerase / Triosephosphate mutase,yellow,carb,gene
Manes.02G137200.v8.1,Manes.02G137200,(1 of 3) K02206 - cyclin-dependent kinase 2 (CDK2),yellow,NA,gene
Manes.02G140500.v8.1,Manes.02G140500,(1 of 88) PF00046 - Homeobox domain (Homeobox),yellow,NA,gene
Manes.02G159400.v8.1,Manes.02G159400,(1 of 7) PTHR10871 - 30S RIBOSOMAL PROTEIN S13/40S RIBOSOMAL PROTEIN S18,yellow,NA,gene
Manes.02G161500.v8.1,Manes.02G161500,(1 of 2) PTHR22763:SF88 - RING/U-BOX DOMAIN-CONTAINING PROTEIN,yellow,NA,gene
Manes.02G168400.v8.1,Manes.02G168400,,yellow,NA,gene
Manes.02G172100.v8.1,Manes.02G172100,(1 of 2) PTHR13856:SF95 - F24J8.3 PROTEIN,yellow,NA,gene
Manes.02G172400.v8.1,Manes.02G172400,(1 of 2) K00166 - 2-oxoisovalerate dehydrogenase E1 component alpha subunit (BCKDHA; bkdA1),yellow,NA,gene
Manes.02G192400.v8.1,Manes.02G192400,(1 of 2) PTHR19241//PTHR19241:SF225 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 25,yellow,NA,gene
Manes.02G196900.v8.1,Manes.02G196900,(1 of 2) PTHR10024:SF197 - C2 CALCIUM/LIPID-BINDING PLANT PHOSPHORIBOSYLTRANSFERASE FAMILY PROTEIN,yellow,NA,gene
Manes.02G198100.v8.1,Manes.02G198100,,yellow,NA,gene
Manes.02G206500.v8.1,Manes.02G206500,(1 of 10) PTHR11695//PTHR11695:SF497 - ALCOHOL DEHYDROGENASE RELATED // CINNAMYL ALCOHOL DEHYDROGENASE 6-RELATED,yellow,NA,gene
Manes.02G195900.v8.1,Manes.02G195900,,yellow,NA,gene
Manes.02G208600.v8.1,Manes.02G208600,(1 of 1) PTHR31476//PTHR31476:SF2 - FAMILY NOT NAMED // UBIQUITIN CARBOXYL-TERMINAL HYDROLASE FAMILY PROTEIN,yellow,NA,gene
Manes.02G212020.v8.1,Manes.02G212020,(1 of 1) K11094 - U2 small nuclear ribonucleoprotein B'' (SNRPB2),yellow,NA,gene
Manes.02G213500.v8.1,Manes.02G213500,(1 of 3) PF06241 - Castor and Pollux; part of voltage-gated ion channel (Castor_Poll_mid),yellow,NA,gene
Manes.02G217900.v8.1,Manes.02G217900,(1 of 5) PTHR27003//PTHR27003:SF36 - FAMILY NOT NAMED // LEUCINE-RICH REPEAT PROTEIN KINASE-LIKE PROTEIN,yellow,NA,gene
Manes.02G217700.v8.1,Manes.02G217700,(1 of 3) K02866 - large subunit ribosomal protein L10e (RP-L10e; RPL10),yellow,NA,gene
Manes.02G218650.v8.1,Manes.02G218650,(1 of 4) PTHR31645//PTHR31645:SF1 - FAMILY NOT NAMED // GB|AAD49762.1-RELATED,yellow,NA,gene
Manes.02G220200.v8.1,Manes.02G220200,(1 of 1) PTHR13872//PTHR13872:SF23 - 60S RIBOSOMAL PROTEIN L35 // DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT STT3B,yellow,NA,gene
Manes.02G220500.v8.1,Manes.02G220500,(1 of 1) PF14770 - Transmembrane protein 18 (TMEM18),yellow,NA,gene
Manes.02G220660.v8.1,Manes.02G220660,(1 of 20) PF01637 - Archaeal ATPase (Arch_ATPase),yellow,NA,gene
Manes.02G215300.v8.1,Manes.02G215300,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.02G215600.v8.1,Manes.02G215600,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.02G215430.v8.1,Manes.02G215430,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.02G215700.v8.1,Manes.02G215700,(1 of 20) PF01637 - Archaeal ATPase (Arch_ATPase),yellow,NA,gene
Manes.02G223200.v8.1,Manes.02G223200,(1 of 1) K17784 - mitochondrial inner membrane organizing system protein 1 (MINOS1; MOS1),yellow,NA,gene
Manes.02G223700.v8.1,Manes.02G223700,(1 of 5) K02957 - small subunit ribosomal protein S15Ae (RP-S15Ae; RPS15A),yellow,NA,gene
Manes.02G224450.v8.1,Manes.02G224450,,yellow,NA,gene
Manes.03G000300.v8.1,Manes.03G000300,(1 of 1) PTHR12323:SF0 - CALCIUM HOMEOSTASIS ENDOPLASMIC RETICULUM PROTEIN,yellow,NA,gene
Manes.03G001600.v8.1,Manes.03G001600,(1 of 2) PTHR22952//PTHR22952:SF113 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.03G002000.v8.1,Manes.03G002000,,yellow,NA,gene
Manes.03G010000.v8.1,Manes.03G010000,(1 of 3) PTHR12663:SF3 - ASPARTYL BETA-HYDROXYLASE N-TERMINAL REGION DOMAIN-CONTAINING PROTEIN-RELATED,yellow,NA,gene
Manes.03G013400.v8.1,Manes.03G013400,(1 of 2) PTHR21136//PTHR21136:SF104 - SNARE PROTEINS // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.03G013700.v8.1,Manes.03G013700,(1 of 1) PTHR35743//PTHR35743:SF1 - FAMILY NOT NAMED // SEQUENCE-SPECIFIC DNA BINDING TRANSCRIPTION FACTOR,yellow,NA,gene
Manes.03G017900.v8.1,Manes.03G017900,(1 of 1) KOG0523 - Transketolase,yellow,carot,gene
Manes.03G018800.v8.1,Manes.03G018800,(1 of 1) PTHR13832//PTHR13832:SF346 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 22-RELATED,yellow,NA,gene
Manes.03G021500.v8.1,Manes.03G021500,(1 of 3) 1.1.1.294 - Chlorophyll(ide) b reductase / Chlorophyll b reductase,yellow,NA,gene
Manes.03G026600.v8.1,Manes.03G026600,,yellow,NA,gene
Manes.03G032800.v8.1,Manes.03G032800,,yellow,NA,gene
Manes.03G034400.v8.1,Manes.03G034400,(1 of 2) PTHR12789:SF0 - DENSITY-REGULATED PROTEIN,yellow,NA,gene
Manes.03G036500.v8.1,Manes.03G036500,(1 of 1) PF00582//PF04564//PF07714 - Universal stress protein family (Usp) // U-box domain (U-box) // Protein tyrosine kinase (Pkinase_Tyr),yellow,NA,gene
Manes.03G038800.v8.1,Manes.03G038800,(1 of 2) PTHR11760//PTHR11760:SF22 - 30S/40S RIBOSOMAL PROTEIN S3 // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.03G046900.v8.1,Manes.03G046900,(1 of 3) K03940 - NADH dehydrogenase (ubiquinone) Fe-S protein 7 (NDUFS7),yellow,NA,gene
Manes.03G047700.v8.1,Manes.03G047700,(1 of 2) PTHR20921:SF0 - TRANSMEMBRANE PROTEIN 222,yellow,NA,gene
Manes.03G049000.v8.1,Manes.03G049000,(1 of 4) K08955 - ATP-dependent metalloprotease [EC:3.4.24.-] (YME1),yellow,NA,gene
Manes.03G052600.v8.1,Manes.03G052600,(1 of 2) PTHR11760:SF20 - 40S RIBOSOMAL PROTEIN S3-1-RELATED,yellow,NA,gene
Manes.03G057400.v8.1,Manes.03G057400,(1 of 3) PTHR31513:SF1 - GLYCINE-RICH PROTEIN,yellow,NA,gene
Manes.03G058700.v8.1,Manes.03G058700,(1 of 3) 4.2.1.2 - Fumarate hydratase / Fumarase,yellow,carb,gene
Manes.03G058900.v8.1,Manes.03G058900,(1 of 1) PTHR22870//PTHR22870:SF155 - REGULATOR OF CHROMOSOME CONDENSATION // SUBFAMILY NOT NAMED,yellow,NA,gene
Manes.03G069100.v8.1,Manes.03G069100,(1 of 1) PTHR11941:SF47 - 3-HYDROXYISOBUTYRYL-COA HYDROLASE-LIKE PROTEIN 3; MITOCHONDRIAL-RELATED,yellow,NA,gene
Manes.03G070700.v8.1,Manes.03G070700,(1 of 1) PTHR11353//PTHR11353:SF99 - CHAPERONIN // CHAPERONIN 60 SUBUNIT ALPHA 2; CHLOROPLASTIC,yellow,NA,gene
