gene_id,locusName,Description,colors,class,gene_metabolite
Manes.01G130400.v8.1,Manes.01G130400,(1 of 2) PTHR31479//PTHR31479:SF3 - FAMILY NOT NAMED // GB|AAD29063.1,lightcyan,NA,gene
Manes.01G130500.v8.1,Manes.01G130500,(1 of 1) PTHR11941//PTHR11941:SF94 - ENOYL-COA HYDRATASE-RELATED // 3-HYDROXYISOBUTYRYL-COA HYDROLASE-LIKE PROTEIN 5,bisque4,NA,gene
Manes.01G131100.v8.1,Manes.01G131100,(1 of 2) PTHR13683//PTHR13683:SF250 - ASPARTYL PROTEASES // ASPARTYL PROTEASE-LIKE PROTEIN,lavenderblush2,NA,gene
Manes.01G134000.v8.1,Manes.01G134000,,lightcyan,NA,gene
Manes.01G136850.v8.1,Manes.01G136850,(1 of 3) 2.7.7.3 - Pantetheine-phosphate adenylyltransferase / PPAT,black,NA,gene
Manes.01G137500.v8.1,Manes.01G137500,(1 of 3) PTHR10286//PTHR10286:SF13 - INORGANIC PYROPHOSPHATASE // INORGANIC PYROPHOSPHATASE-LIKE PROTEIN,black,NA,gene
Manes.01G138200.v8.1,Manes.01G138200,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),black,NA,gene
Manes.01G141500.v8.1,Manes.01G141500,(1 of 2) PTHR31604//PTHR31604:SF3 - FAMILY NOT NAMED // PROTEIN SHI RELATED SEQUENCE 1-RELATED,white,NA,gene
Manes.01G144700.v8.1,Manes.01G144700,(1 of 2) 4.2.1.47 - GDP-mannose 4;6-dehydratase / Guanosine diphosphomannose oxidoreductase,black,NA,gene
Manes.01G145100.v8.1,Manes.01G145100,(1 of 2) PTHR31161//PTHR31161:SF6 - FAMILY NOT NAMED // KINECTIN-RELATED PROTEIN,lightcyan,NA,gene
Manes.01G148000.v8.1,Manes.01G148000,(1 of 2) PTHR22765//PTHR22765:SF59 - RING FINGER AND PROTEASE ASSOCIATED DOMAIN-CONTAINING // RECEPTOR HOMOLOGY REGION; TRANSMEMBRANE DOMAIN- AND RING DOMAIN-CONTAINING PROTEIN 1,black,NA,gene
Manes.01G150600.v8.1,Manes.01G150600,(1 of 1) PF13441 - YMGG-like Gly-zipper (Gly-zipper_YMGG),black,NA,gene
Manes.01G151100.v8.1,Manes.01G151100,(1 of 2) PTHR18896//PTHR18896:SF60 - PHOSPHOLIPASE D // PHOSPHOLIPASE D DELTA,black,NA,gene
Manes.01G153000.v8.1,Manes.01G153000,(1 of 1) PTHR12161//PTHR12161:SF19 - UNCHARACTERIZED DUF292 // REGULATOR OF VPS4 ACTIVITY IN THE MVB PATHWAY PROTEIN,plum3,NA,gene
Manes.01G154700.v8.1,Manes.01G154700,(1 of 6) K11778 - ditrans;polycis-polyprenyl diphosphate synthase (DHDDS; RER2; SRT1),lightcyan,NA,gene
Manes.01G154800.v8.1,Manes.01G154800,(1 of 2) PTHR13683:SF227 - ASPARTYL PROTEASE FAMILY PROTEIN,black,NA,gene
Manes.01G155200.v8.1,Manes.01G155200,(1 of 3) K12898 - heterogeneous nuclear ribonucleoprotein F/H (HNRNPF_H),lightcyan,NA,gene
Manes.01G157000.v8.1,Manes.01G157000,(1 of 2) PTHR14659//PTHR14659:SF1 - FAMILY NOT NAMED // ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34,black,NA,gene
Manes.01G162500.v8.1,Manes.01G162500,(1 of 1) PTHR11926//PTHR11926:SF374 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // UDP-GLYCOSYLTRANSFERASE 71C4,bisque4,NA,gene
Manes.01G171600.v8.1,Manes.01G171600,(1 of 1) 1.5.1.20//2.1.1.10 - Methylenetetrahydrofolate reductase (NAD(P)H) / N(5;10)-methylenetetrahydrofolate reductase // Homocysteine S-methyltransferase,lightcyan,NA,gene
Manes.01G173632.v8.1,Manes.01G173632,(1 of 1) PTHR12396:SF11 - METHYL-CPG-BINDING DOMAIN-CONTAINING PROTEIN 5-RELATED,black,NA,gene
Manes.01G174700.v8.1,Manes.01G174700,(1 of 3) K02727 - 20S proteasome subunit alpha 7 (PSMA3),black,NA,gene
Manes.01G191300.v8.1,Manes.01G191300,(1 of 5) PTHR11654//PTHR11654:SF98 - OLIGOPEPTIDE TRANSPORTER-RELATED // PROTEIN NRT1/ PTR FAMILY 4.5-RELATED,black,NA,gene
Manes.01G191500.v8.1,Manes.01G191500,(1 of 2) KOG0490 - Transcription factor; contains HOX domain,black,NA,gene
Manes.01G195100.v8.1,Manes.01G195100,(1 of 4) PTHR26402:SF526 - TWO-COMPONENT RESPONSE REGULATOR ARR15-RELATED,lightcyan,NA,gene
Manes.01G197500.v8.1,Manes.01G197500,(1 of 1) PTHR23091:SF267 - ACYL-COA N-ACYLTRANSFERASES-LIKE PROTEIN,black,NA,gene
Manes.01G207000.v8.1,Manes.01G207000,(1 of 2) K14963 - COMPASS component SWD3 (WDR5; SWD3; CPS30),white,NA,gene
Manes.01G207500.v8.1,Manes.01G207500,(1 of 2) KOG2484 - GTPase,black,NA,gene
Manes.01G209200.v8.1,Manes.01G209200,,lightcyan,NA,gene
Manes.01G209400.v8.1,Manes.01G209400,(1 of 3) PTHR12064//PTHR12064:SF32 - ANCIENT CONSERVED DOMAIN PROTEIN-RELATED // SUBFAMILY NOT NAMED,black,NA,gene
Manes.01G209500.v8.1,Manes.01G209500,,black,NA,gene
Manes.01G214000.v8.1,Manes.01G214000,(1 of 5) PTHR10110:SF117 - SODIUM/HYDROGEN EXCHANGER 1-RELATED,black,NA,gene
Manes.01G215300.v8.1,Manes.01G215300,(1 of 2) PTHR32370:SF30 - BTB/POZ DOMAIN-CONTAINING PROTEIN SETH6,plum3,NA,gene
Manes.01G225300.v8.1,Manes.01G225300,,lightcyan,NA,gene
Manes.01G226300.v8.1,Manes.01G226300,(1 of 2) K09517 - DnaJ homolog subfamily B member 11 (DNAJB11),bisque4,NA,gene
Manes.01G228900.v8.1,Manes.01G228900,(1 of 2) K12835 - ATP-dependent RNA helicase DDX42 (DDX42; SF3B125),bisque4,NA,gene
Manes.01G229300.v8.1,Manes.01G229300,(1 of 9) PF09459 - Ethylbenzene dehydrogenase (EB_dh),bisque4,NA,gene
Manes.01G237200.v8.1,Manes.01G237200,(1 of 1) PTHR10509//PTHR10509:SF27 - O-METHYLTRANSFERASE-RELATED // PROTEIN COMT-1,white,NA,gene
Manes.01G240900.v8.1,Manes.01G240900,(1 of 2) PTHR24012//PTHR24012:SF479 - FAMILY NOT NAMED // RNA RECOGNITION MOTIF-CONTAINING PROTEIN,bisque4,NA,gene
Manes.01G241800.v8.1,Manes.01G241800,(1 of 2) PTHR24349//PTHR24349:SF103 - SERINE/THREONINE-PROTEIN KINASE // SUBFAMILY NOT NAMED,lightcyan,NA,gene
Manes.01G243700.v8.1,Manes.01G243700,(1 of 3) PTHR13943:SF32 - NC DOMAIN-CONTAINING PROTEIN-LIKE PROTEIN,black,NA,gene
Manes.01G243900.v8.1,Manes.01G243900,(1 of 4) PTHR12665//PTHR12665:SF14 - ORMDL PROTEINS // SUBFAMILY NOT NAMED,lavenderblush2,NA,gene
Manes.01G244000.v8.1,Manes.01G244000,(1 of 45) PF02701 - Dof domain; zinc finger (zf-Dof),black,NA,gene
Manes.01G248500.v8.1,Manes.01G248500,(1 of 11) K14684 - solute carrier family 25 (mitochondrial phosphate transporter); member 23/24/25/41 (SLC25A23S),lightcyan,NA,gene
Manes.01G250800.v8.1,Manes.01G250800,(1 of 1) PTHR33322:SF4 - BAG FAMILY MOLECULAR CHAPERONE REGULATOR 6,black,NA,gene
Manes.01G251100.v8.1,Manes.01G251100,(1 of 2) K11714 - rhamnogalacturonan II specific xylosyltransferase [EC:2.4.2.-] Xyl a1-3 Fuc (RGXT),black,NA,gene
Manes.01G259100.v8.1,Manes.01G259100,(1 of 3) PTHR10024//PTHR10024:SF225 - SYNAPTOTAGMIN // C2 CALCIUM/LIPID-BINDING PLANT PHOSPHORIBOSYLTRANSFERASE FAMILY PROTEIN,black,NA,gene
Manes.01G261500.v8.1,Manes.01G261500,(1 of 2) PTHR23322//PTHR23322:SF3 - FAS-ASSOCIATED PROTEIN // PROTEIN SAY1,black,NA,gene
Manes.02G004900.v8.1,Manes.02G004900,(1 of 4) PTHR12665//PTHR12665:SF14 - ORMDL PROTEINS // SUBFAMILY NOT NAMED,bisque4,NA,gene
Manes.02G005900.v8.1,Manes.02G005900,(1 of 2) 6.3.5.1 - NAD(+) synthase (glutamine-hydrolyzing) / Nicotinamide adenine dinucleotide synthetase (glutamine),black,NA,gene
Manes.02G006800.v8.1,Manes.02G006800,(1 of 3) PTHR10460:SF10 - PROTEIN ABIL2-RELATED,plum3,NA,gene
Manes.02G009900.v8.1,Manes.02G009900,,black,NA,gene
Manes.02G011000.v8.1,Manes.02G011000,,black,NA,gene
Manes.02G014000.v8.1,Manes.02G014000,(1 of 1) 2.3.1.164 - Isopenicillin-N N-acyltransferase / Isopenicillin N:acyl-CoA acyltransferase,lavenderblush2,NA,gene
Manes.02G016900.v8.1,Manes.02G016900,(1 of 3) PTHR31221//PTHR31221:SF7 - FAMILY NOT NAMED // WRKY TRANSCRIPTION FACTOR 24-RELATED,black,NA,gene
Manes.02G018600.v8.1,Manes.02G018600,(1 of 5) 2.4.1.122 - Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase,lightcyan,NA,gene
Manes.02G025500.v8.1,Manes.02G025500,(1 of 1) PTHR24031:SF303 - DEAD-BOX ATP-DEPENDENT RNA HELICASE 47; MITOCHONDRIAL,white,NA,gene
Manes.02G029300.v8.1,Manes.02G029300,(1 of 1) PF05205 - COMPASS (Complex proteins associated with Set1p) component shg1 (COMPASS-Shg1),white,NA,gene
Manes.02G029775.v8.1,Manes.02G029775,(1 of 3) PTHR14326:SF15 - CELL CYCLE REGULATED MICROTUBULE ASSOCIATED PROTEIN,white,NA,gene
Manes.02G032500.v8.1,Manes.02G032500,(1 of 2) PTHR31096:SF6 - ACR7-RELATED,lightcyan,NA,gene
Manes.02G032685.v8.1,Manes.02G032685,,white,NA,gene
Manes.02G032800.v8.1,Manes.02G032800,(1 of 2) K14423 - 4;4-dimethyl-9beta;19-cyclopropylsterol-4alpha-methyl oxidase (SMO1),lightcyan,NA,gene
Manes.02G033500.v8.1,Manes.02G033500,(1 of 3) PTHR33593:SF2 - F5O11.5,black,NA,gene
Manes.02G034500.v8.1,Manes.02G034500,(1 of 56) PF14368 - Probable lipid transfer (LTP_2),black,NA,gene
Manes.02G034600.v8.1,Manes.02G034600,,black,NA,gene
Manes.02G034900.v8.1,Manes.02G034900,(1 of 4) PTHR31080:SF8 - F23N19.12,black,NA,gene
Manes.02G035300.v8.1,Manes.02G035300,(1 of 2) PTHR12000//PTHR12000:SF16 - HEMOGLOBINASE FAMILY MEMBER // SUBFAMILY NOT NAMED,lightcyan,NA,gene
Manes.02G042900.v8.1,Manes.02G042900,,lightcyan,NA,gene
Manes.02G044200.v8.1,Manes.02G044200,(1 of 2) PTHR23291:SF34 - BAX INHIBITOR 1,black,NA,gene
Manes.02G046700.v8.1,Manes.02G046700,(1 of 1) PTHR23076:SF54 - ATP-DEPENDENT ZINC METALLOPROTEASE FTSH 6; CHLOROPLASTIC,black,NA,gene
Manes.02G047100.v8.1,Manes.02G047100,(1 of 2) PTHR10759//PTHR10759:SF8 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED,black,NA,gene
Manes.02G048440.v8.1,Manes.02G048440,(1 of 3) PTHR33971//PTHR33971:SF1 - FAMILY NOT NAMED // GENOMIC DNA; CHROMOSOME 3; P1 CLONE:MRI12,lightcyan,NA,gene
Manes.02G050801.v8.1,Manes.02G050801,(1 of 3) 3.1.3.67 - Phosphatidylinositol-3;4;5-trisphosphate 3-phosphatase / Phosphatidylinositol-3;4;5-trisphosphate 3-phosphohydrolase,white,NA,gene
Manes.02G053300.v8.1,Manes.02G053300,,bisque4,NA,gene
Manes.02G056800.v8.1,Manes.02G056800,,plum3,NA,gene
Manes.02G056900.v8.1,Manes.02G056900,,black,NA,gene
Manes.02G057100.v8.1,Manes.02G057100,,plum3,NA,gene
Manes.02G063850.v8.1,Manes.02G063850,,lightcyan,NA,gene
Manes.02G064600.v8.1,Manes.02G064600,(1 of 1) PTHR31050//PTHR31050:SF0 - FAMILY NOT NAMED // T25B24.5 PROTEIN,black,NA,gene
Manes.02G066800.v8.1,Manes.02G066800,(1 of 2) PTHR31169//PTHR31169:SF1 - FAMILY NOT NAMED // ZINC-FINGER DOMAIN OF MONOAMINE-OXIDASE A REPRESSOR R1 PROTEIN,skyblue4,NA,gene
Manes.02G068800.v8.1,Manes.02G068800,(1 of 4) PTHR12565//PTHR12565:SF128 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // TRANSCRIPTION FACTOR BHLH75,black,NA,gene
Manes.02G069300.v8.1,Manes.02G069300,(1 of 1) K15441 - tRNA-specific adenosine deaminase 2 [EC:3.5.4.-] (TAD2; ADAT2),bisque4,NA,gene
Manes.02G069700.v8.1,Manes.02G069700,(1 of 2) PTHR17224:SF3 - CHLOROPLASTIC GROUP IIB INTRON SPLICING FACILITATOR CRS2-A; CHLOROPLASTIC-RELATED,lightcyan,NA,gene
Manes.02G070200.v8.1,Manes.02G070200,(1 of 8) PTHR27009:SF21 - PR5-LIKE RECEPTOR KINASE-RELATED,lavenderblush2,NA,gene
Manes.02G072000.v8.1,Manes.02G072000,,black,NA,gene
Manes.02G073100.v8.1,Manes.02G073100,,black,NA,gene
Manes.02G073300.v8.1,Manes.02G073300,(1 of 5) PTHR23012//PTHR23012:SF89 - MEMBRANE ASSOCIATED RING FINGER // SUBFAMILY NOT NAMED,bisque4,NA,gene
Manes.02G074200.v8.1,Manes.02G074200,(1 of 4) PTHR22814//PTHR22814:SF47 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED,plum3,NA,gene
Manes.02G076500.v8.1,Manes.02G076500,(1 of 3) KOG4467 - Uncharacterized conserved protein,black,NA,gene
Manes.02G077700.v8.1,Manes.02G077700,(1 of 2) PTHR32080//PTHR32080:SF5 - FAMILY NOT NAMED // CYSTEINE-RICH REPEAT SECRETORY PROTEIN 60,black,NA,gene
Manes.02G077900.v8.1,Manes.02G077900,(1 of 4) K01915 - glutamine synthetase (glnA; GLUL),bisque4,NA,gene
Manes.02G080300.v8.1,Manes.02G080300,(1 of 46) PF00582 - Universal stress protein family (Usp),black,NA,gene
Manes.02G082900.v8.1,Manes.02G082900,(1 of 5) PTHR23257//PTHR23257:SF541 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,lavenderblush2,NA,gene
Manes.02G087801.v8.1,Manes.02G087801,(1 of 4) PTHR12758//PTHR12758:SF20 - APOPTOSIS INHIBITOR 5-RELATED // PEPTIDASE-C1 DOMAIN-CONTAINING PROTEIN,black,NA,gene
Manes.02G093400.v8.1,Manes.02G093400,,bisque4,NA,gene
Manes.02G094100.v8.1,Manes.02G094100,(1 of 3) PTHR23500//PTHR23500:SF43 - FAMILY NOT NAMED // SUGAR TRANSPORTER ERD6-LIKE 4-RELATED,skyblue4,NA,gene
Manes.02G097200.v8.1,Manes.02G097200,(1 of 4) PTHR23070//PTHR23070:SF12 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED,black,NA,gene
Manes.02G098700.v8.1,Manes.02G098700,(1 of 1) PTHR10992//PTHR10992:SF804 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,black,NA,gene
Manes.02G099300.v8.1,Manes.02G099300,(1 of 1) PTHR11727//PTHR11727:SF12 - DIMETHYLADENOSINE TRANSFERASE // DIMETHYLADENOSINE TRANSFERASE-LIKE PROTEIN,bisque4,NA,gene
Manes.02G099500.v8.1,Manes.02G099500,(1 of 2) PTHR10071//PTHR10071:SF163 - TRANSCRIPTION FACTOR GATA  GATA BINDING FACTOR // GATA TRANSCRIPTION FACTOR 14-RELATED,black,NA,gene
Manes.02G099800.v8.1,Manes.02G099800,(1 of 62) PF00892 - EamA-like transporter family (EamA),bisque4,NA,gene
Manes.02G101501.v8.1,Manes.02G101501,,black,NA,gene
Manes.02G106800.v8.1,Manes.02G106800,(1 of 2) K02150 - V-type H+-transporting ATPase subunit E (ATPeV1E; ATP6E),skyblue4,NA,gene
Manes.02G107000.v8.1,Manes.02G107000,(1 of 86) PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,white,NA,gene
Manes.02G111300.v8.1,Manes.02G111300,(1 of 2) PTHR11106//PTHR11106:SF58 - GANGLIOSIDE INDUCED DIFFERENTIATION ASSOCIATED PROTEIN 2-RELATED // SUBFAMILY NOT NAMED,lightcyan,NA,gene
Manes.02G114000.v8.1,Manes.02G114000,(1 of 1) PTHR10241//PTHR10241:SF27 - LETHAL 2  GIANT LARVAE PROTEIN // DUO1-ACTIVATED WD40 1,black,NA,gene
Manes.02G115000.v8.1,Manes.02G115000,(1 of 2) PTHR13832:SF304 - PROTEIN PHOSPHATASE 2C 47-RELATED,lightcyan,NA,gene
Manes.02G117425.v8.1,Manes.02G117425,(1 of 2) PTHR31669//PTHR31669:SF54 - FAMILY NOT NAMED // PROTEIN FAR1-RELATED SEQUENCE 5,lightcyan,NA,gene
Manes.02G117704.v8.1,Manes.02G117704,,black,NA,gene
Manes.02G118300.v8.1,Manes.02G118300,(1 of 3) PTHR19139//PTHR19139:SF30 - AQUAPORIN TRANSPORTER // AQUAPORIN TIP3-1-RELATED,black,NA,gene
