"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"11","Manes.03G111200.v8.1",119.479672581762,0.727077750119854,0.0548540699834423,13.2547639644482,4.23447088746756e-40,7.86456729372383e-37,"Manes.03G111200","","","metabolic process; hexosyltransferase activity",NA,"(1 of 1) PTHR11926//PTHR11926:SF366 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED","GO:0008152 GO:0016758","KOG1192","","PF00201","PTHR11926 PTHR11926:SF366",""
"12","Manes.10G020100.v8.1",4820.66512944124,1.12590234929351,0.086232580850526,13.0565772030542,5.82901936793959e-39,9.92390547391716e-36,"Manes.10G020100","","","",NA,"(1 of 10) PTHR11527//PTHR11527:SF152 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED","","KOG0710","K13993","PF00011","PTHR11527 PTHR11527:SF152",""
"13","Manes.08G117800.v8.1",2786.91553479566,0.52391484367133,0.0407794419708728,12.8475236136272,8.88078797584292e-38,1.39564998728054e-34,"Manes.08G117800","","","",NA,"(1 of 5) PF05755 - Rubber elongation factor protein (REF) (REF)","","","","PF05755","PTHR33732 PTHR33732:SF3","Rubber elongation factor protein (REF)"
"14","Manes.07G019300.v8.1",6727.04269461147,0.788056628611739,0.0613775463514408,12.8394938451827,9.85164582972781e-38,1.43763660215242e-34,"Manes.07G019300","","","protein binding",NA,"(1 of 1) PTHR10666//PTHR10666:SF155 - UBIQUITIN // POLYUBIQUITIN 4","GO:0005515","KOG0001","K08770","PF11976","PTHR10666 PTHR10666:SF155","ubiquitin 4"
"15","Manes.05G063000.v8.1",2154.9826204914,0.682012109821267,0.0533804466770553,12.7764406683847,2.21998661626585e-37,3.02362177135409e-34,"Manes.05G063000","","","protein binding; zinc ion binding",NA,"(1 of 3) K16275 - E3 ubiquitin-protein ligase BAH [EC:6.3.2.19] (BAH, NLA)","GO:0005515 GO:0008270","","K16275","PF03105 PF13920","PTHR23041 PTHR23041:SF64","SPX (SYG1/Pho81/XPR1) domain-containing protein"
"16","Manes.08G096900.v8.1",91.2643992458706,0.863252498853321,0.0677786671305438,12.7363451569602,3.71389407392607e-37,4.74217849564435e-34,"Manes.08G096900","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription",NA,"(1 of 2) PTHR31241:SF2 - DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 2A-RELATED","GO:0003700 GO:0006355","","","PF00847","PTHR31241 PTHR31241:SF2",""
"17","Manes.12G027800.v8.1",808.105257532367,0.613493732380016,0.0484160489252789,12.6712886738616,8.53014226574491e-37,1.02512239111276e-33,"Manes.12G027800","","","antioxidant activity; oxidoreductase activity; protein-disulfide reductase (NAD(P)H) activity",NA,"(1 of 5) K17609 - nucleoredoxin [EC:1.8.1.8] (NXN)","GO:0016209 GO:0016491 GO:0047134 GO:0055114","KOG2501","K17609","PF00578 PF07649 PF13905","PTHR13871 PTHR13871:SF7","DC1 domain-containing protein"
"18","Manes.14G172800.v8.1",334.710347480938,0.431074150971107,0.0340679901218123,12.6533484784331,1.07206327715048e-36,1.2167918195658e-33,"Manes.14G172800","","","endoplasmic reticulum; intracellular protein transport",NA,"(1 of 2) PTHR12701//PTHR12701:SF20 - BCR-ASSOCIATED PROTEIN, BAP // GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MIG5","GO:0005783 GO:0006886 GO:0016021","","","","PTHR12701 PTHR12701:SF20","B-cell receptor-associated 31-like"
"19","Manes.18G101100.v8.1",609.855839069511,0.533672097008877,0.0422808292009663,12.6220820900239,1.59546432039533e-36,1.71554400345666e-33,"Manes.18G101100","","","",NA,"(1 of 2) PTHR10795//PTHR10795:SF316 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN // SERINE PROTEASE-LIKE PROTEIN-RELATED","","","","PF05922","PTHR10795 PTHR10795:SF316","Proteinase inhibitor, propeptide"
"20","Manes.12G029366.v8.1",97.1885896401335,0.909402223665696,0.0734789839874876,12.3763581682152,3.50907635150658e-35,3.58452149306397e-32,"Manes.12G029366","","","",NA,"(1 of 1) KOG2681 - Metal-dependent phosphohydrolase","","KOG2681","K06941","PF01966","PTHR11373 PTHR11373:SF31",""
"21","Manes.02G033500.v8.1",52.9944587802519,0.815152437832066,0.0660001383170362,12.3507686289448,4.82482404086636e-35,4.6938645311857e-32,"Manes.02G033500","","","",NA,"(1 of 3) PTHR33593:SF2 - F5O11.5","","","","PF07279","PTHR33593 PTHR33593:SF2",""
"22","Manes.18G077024.v8.1",151.787754859485,0.907309665462718,0.0739200680825276,12.2741995373943,1.24618173899823e-34,1.15724967853336e-31,"Manes.18G077024","","","protein binding",NA,"(1 of 6) PTHR32278:SF6 - F-BOX PROTEIN PP2-B1-RELATED","GO:0005515","","","PF14299","PTHR32278 PTHR32278:SF6","F-box family protein"
"23","Manes.08G134300.v8.1",48.62875314817,1.00024182514519,0.0817938610358993,12.2288129265127,2.18102597762698e-34,1.93732003143127e-31,"Manes.08G134300","","","calcium ion binding",NA,"","GO:0005509","","","","PTHR34574 PTHR34574:SF1","calcium-binding EF hand family protein"
"24","Manes.02G011000.v8.1",1001.94719363143,0.543719522548752,0.0446806874719306,12.1690052976542,4.54588377436106e-34,3.86968356292485e-31,"Manes.02G011000","","","",NA,"","","","","","",""
"25","Manes.13G030800.v8.1",40.8934328831363,0.786724343056904,0.0646914556946526,12.1611785452825,5.0031628559194e-34,4.08858468585733e-31,"Manes.13G030800","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 1) PTHR23257:SF353 - KINASE-LIKE PROTEIN","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG0192","","PF07714","PTHR23257 PTHR23257:SF353",""
"26","Manes.15G141200.v8.1",114.582443468673,0.507768131090437,0.0418887222386363,12.1218338482069,8.0927786417079e-34,6.35905644808048e-31,"Manes.15G141200","","","endonuclease activity; DNA repair",NA,"(1 of 2) 3.1.21.7 - Deoxyribonuclease V / Escherichia coli endodeoxyribonuclease V","GO:0004519 GO:0006281","KOG4417","","PF04493","PTHR28511 PTHR28511:SF1","endonuclease V family protein"
"27","Manes.06G110100.v8.1",1145.3421408911,0.491790006698546,0.040959540107169,12.0067267701687,3.27554902434689e-33,2.47849876175581e-30,"Manes.06G110100","","","protein binding; zinc ion binding",NA,"(1 of 2) K17987 - next to BRCA1 gene 1 protein (NBR1)","GO:0005515 GO:0008270","KOG4351","K17987","PF00564 PF00569 PF16158","PTHR20930 PTHR20930:SF0","ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein"
"28","Manes.05G160600.v8.1",33.8679432468801,1.29288659582452,0.107814688934062,11.9917481431054,3.92532492317677e-33,2.86408529216077e-30,"Manes.05G160600","","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process",NA,"(1 of 3) PTHR32227:SF16 - GLUCAN ENDO-1,3-BETA-GLUCOSIDASE 7-RELATED","GO:0004553 GO:0005975","","","PF00332 PF07983","PTHR32227 PTHR32227:SF16","O-Glycosyl hydrolases family 17 protein"
"29","Manes.09G059028.v8.1",112.956806615063,0.593194488491367,0.0507604172290668,11.6861625824401,1.50012751943729e-31,1.056813973176e-28,"Manes.09G059028","","","DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 2) PTHR10015//PTHR10015:SF164 - HEAT SHOCK TRANSCRIPTION FACTOR // HEAT STRESS TRANSCRIPTION FACTOR A-3","GO:0003700 GO:0005634 GO:0006355 GO:0043565","KOG0627","K09419","PF00447","PTHR10015 PTHR10015:SF164","heat shock transcription factor A3"
"30","Manes.10G141651.v8.1",191.85263047341,1.10479767218811,0.0957280579866109,11.5410016188005,8.19651816905923e-31,5.58182887312934e-28,"Manes.10G141651","","","ADP binding",NA,"(1 of 6) PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0043531","","","PF00931","PTHR23155 PTHR23155:SF414",""
"31","Manes.17G009100.v8.1",1.24589345121353,-4.48489225153044,0.388797065543246,-11.5353037586946,8.75774895761047e-31,5.77163907109619e-28,"Manes.17G009100","PWY-6824; PWY-5466","justicidin B biosynthesis; matairesinol biosynthesis","catalytic activity",NA,"(1 of 2) 1.23.1.4 - (-)-lariciresinol reductase / Pinoresinol/lariciresinol reductase","GO:0003824 GO:0050662","","","PF01370","PTHR10366 PTHR10366:SF397","pinoresinol reductase 1"
"32","Manes.12G049701.v8.1",40.7660826075011,1.10293795585357,0.0963273828807705,11.449890185626,2.35443589415901e-30,1.50316016617714e-27,"Manes.12G049701","","","zinc ion binding; oxidoreductase activity",NA,"(1 of 12) 1.6.5.5 - NADPH:quinone reductase / Zeta-crystallin","GO:0008270 GO:0016491 GO:0055114","KOG1198","","PF08240 PF13602","PTHR11695 PTHR11695:SF507","Oxidoreductase, zinc-binding dehydrogenase family protein"
"33","Manes.05G140400.v8.1",46461.0571232275,0.43410556385849,0.0382318433642506,11.3545548856378,7.03975023493683e-30,4.35824537271998e-27,"Manes.05G140400","","","response to stress; response to water",NA,"(1 of 4) PF00257 - Dehydrin (Dehydrin)","GO:0006950 GO:0009415","","","PF00257","PTHR33346","cold-regulated 47"
"34","Manes.05G080800.v8.1",178.933085506999,0.479047519207239,0.0425392878735341,11.2612961606553,2.03739765801972e-29,1.22423629862773e-26,"Manes.05G080800","","","",NA,"(1 of 4) K06890 - uncharacterized protein (K06890)","","KOG2322","K06890","PF01027","PTHR23291 PTHR23291:SF31","Bax inhibitor-1 family protein"
"35","Manes.01G043300.v8.1",27.2711518690322,0.850607499580503,0.0757117075950985,11.2348212264541,2.75050042227448e-29,1.60550638934479e-26,"Manes.01G043300","","","",NA,"(1 of 67) PF03168 - Late embryogenesis abundant protein (LEA_2)","","","","PF03168","PTHR31415 PTHR31415:SF20","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family"
"36","Manes.18G077300.v8.1",554.466983716187,0.467014542130406,0.0415879832557271,11.229554923563,2.91945418365561e-29,1.65679024922456e-26,"Manes.18G077300","","","protein binding",NA,"(1 of 6) PTHR32278:SF6 - F-BOX PROTEIN PP2-B1-RELATED","GO:0005515","","","PF00646 PF14299","PTHR32278 PTHR32278:SF6","F-box family protein"
"37","Manes.10G056200.v8.1",364.661564019204,0.413148513900848,0.0375150948127188,11.0128607154893,3.3131360485364e-28,1.82938836409726e-25,"Manes.10G056200","","","",NA,"(1 of 3) PF08553 - VID27 cytoplasmic protein (VID27)","","","","PF08553","PTHR31913 PTHR31913:SF1","Vacuolar import/degradation, Vid27-related protein"
"38","Manes.11G060900.v8.1",13.6342928042601,1.18783368650894,0.108357643656432,10.9621587035907,5.80967770072005e-28,3.12346619541344e-25,"Manes.11G060900","","","",NA,"","","","","","",""
"39","Manes.07G059900.v8.1",39.9656486041127,0.972088146924231,0.0894095306341393,10.8723101444519,1.56195018577466e-27,8.18221597317341e-25,"Manes.07G059900","","","protein binding",NA,"(1 of 2) PTHR32002:SF3 - PROTEIN NLP1-RELATED","GO:0005515","","","PF00564 PF02042","PTHR32002 PTHR32002:SF3",""
"40","Manes.09G092548.v8.1",17.786835560323,1.28117538432504,0.118247561301633,10.8346875844394,2.35768799092404e-27,1.20418914136445e-24,"Manes.09G092548","","","",NA,"(1 of 1) PTHR31048:SF21 - PATHOGENESIS-RELATED THAUMATIN-LIKE PROTEIN","","","","PF00314","PTHR31048 PTHR31048:SF21","Pathogenesis-related thaumatin superfamily protein"
"41","Manes.04G155400.v8.1",842.416718117059,0.455934430283612,0.0422170280245732,10.7997756265132,3.45045706769264e-27,1.7193375095844e-24,"Manes.04G155400","","","cysteine-type endopeptidase inhibitor activity",NA,"(1 of 2) PTHR11413//PTHR11413:SF55 - CYSTATIN FAMILY MEMBER // CYSTEINE PROTEINASE INHIBITOR 6","GO:0004869","","","PF00031","PTHR11413 PTHR11413:SF55","cystatin B"
"42","Manes.08G161900.v8.1",197.669391091661,0.735202205385624,0.0683779932930131,10.7520295635928,5.79717790704841e-27,2.81991296764283e-24,"Manes.08G161900","","","nucleic acid binding; nucleobase-containing compound metabolic process; 3'-5' exonuclease activity",NA,"(1 of 11) PF01612 - 3'-5' exonuclease (DNA_pol_A_exo1)","GO:0003676 GO:0006139 GO:0008408","","","PF01612","PTHR13620",""
"43","Manes.16G024500.v8.1",18.0775824974836,1.08274900369429,0.100880929223508,10.7329404281694,7.12908872070472e-27,3.38714610613948e-24,"Manes.16G024500","","","DNA binding; regulation of DNA-templated transcription",NA,"(1 of 45) PF02701 - Dof domain, zinc finger (zf-Dof)","GO:0003677 GO:0006355","","","PF02701","PTHR31992 PTHR31992:SF35",""
"44","Manes.01G000155.v8.1",267.390710581275,0.276389073175633,0.0259616651429572,10.6460456851941,1.81929974822565e-26,8.44733951278411e-24,"Manes.01G000155","","","DNA binding; regulation of DNA-templated transcription",NA,"(1 of 18) PTHR31989:SF21 - NAC TRANSCRIPTION FACTOR-LIKE 9","GO:0003677 GO:0006355","","","PF02365","PTHR31989 PTHR31989:SF21","NAC transcription factor-like 9"
"45","Manes.13G008500.v8.1",5.91779164217932,1.68134565046302,0.15807494109863,10.6363832165779,2.01811664955931e-26,9.16224958899924e-24,"Manes.13G008500","","","",NA,"(1 of 13) PF14364 - Domain of unknown function (DUF4408) (DUF4408)","","","","PF14364","PTHR35762 PTHR35762:SF2","(1 of 11) PF14364 - Domain of unknown function (DUF4408) (DUF4408)"
"46","Manes.07G104000.v8.1",11.5426929968454,1.65250919540563,0.155413069067005,10.6330130749375,2.09241037961745e-26,9.29303131643143e-24,"Manes.07G104000","","","",NA,"(1 of 2) PTHR32191:SF1 - TETRASPANIN-5-RELATED","GO:0016021","","","PF00335","PTHR32191 PTHR32191:SF1","tetraspanin6"
"47","Manes.12G051600.v8.1",155.657081739651,0.546996629010263,0.0515645820726342,10.6079911253767,2.73567534170536e-26,1.18914568576682e-23,"Manes.12G051600","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 1) PTHR24351:SF69 - AGC (CAMP-DEPENDENT, CGMP-DEPENDENT AND PROTEIN KINASE C) KINASE FAMILY PROTEIN-RELATED","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG0610","","PF00069 PF07714","PTHR24351 PTHR24351:SF69","AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
"48","Manes.09G170800.v8.1",18.8039394799744,0.693616510426384,0.0655226568867712,10.5859033101331,3.4642305001327e-26,1.47446310661898e-23,"Manes.09G170800","","","",NA,"(1 of 4) KOG1727 - Microtubule-binding protein (translationally controlled tumor protein)","","KOG1727","","PF00838","PTHR11991","Methionine sulfoxide reductase (MSS4-like) family protein"
"49","Manes.03G020500.v8.1",84.0417914635812,1.04329998866682,0.0987542613761648,10.5646072800118,4.34784684954896e-26,1.81278594155684e-23,"Manes.03G020500","","","DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 2) PTHR10015//PTHR10015:SF187 - HEAT SHOCK TRANSCRIPTION FACTOR // HEAT STRESS TRANSCRIPTION FACTOR C-1","GO:0003700 GO:0005634 GO:0006355 GO:0043565","","","PF00447","PTHR10015 PTHR10015:SF187","heat shock transcription factor  C1"
"50","Manes.15G155400.v8.1",280.590721239208,0.680877577031819,0.0651082513613765,10.4576234623885,1.35204291355515e-25,5.52444734478636e-23,"Manes.15G155400","","","",NA,"(1 of 1) PTHR34278//PTHR34278:SF1 - FAMILY NOT NAMED // GB|AAC02775.1","","","","","PTHR34278 PTHR34278:SF1","(1 of 1) PTHR34278:SF1 - GB"
"51","Manes.15G162100.v8.1",32.0082333600448,0.894054038813768,0.0858884721901239,10.4094765690403,2.24452347086731e-25,8.99129696270962e-23,"Manes.15G162100","","","",NA,"(1 of 11) PF11820 - Protein of unknown function (DUF3339) (DUF3339)","","","","PF11820","PTHR33128 PTHR33128:SF14","Protein of unknown function (DUF 3339)"
"52","Manes.01G191500.v8.1",193.891631178753,0.678827559829744,0.0657154974640757,10.3297941281025,5.16713634784393e-25,2.03008837666253e-22,"Manes.01G191500","","","DNA binding; DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 2) KOG0490 - Transcription factor, contains HOX domain","GO:0003677 GO:0003700 GO:0006355 GO:0043565","KOG0490","K09338","PF00046 PF02183","PTHR24326 PTHR24326:SF190",""
"53","Manes.03G207600.v8.1",45.7895331025429,0.476802195803035,0.0463156352988395,10.2946271324272,7.45076730434814e-25,2.81887363014505e-22,"Manes.03G207600","","","",NA,"(1 of 5) PF13668 - Ferritin-like domain (Ferritin_2)","","","","PF13668","PTHR31694 PTHR31694:SF4","(1 of 2) PF13668 - Ferritin-like domain (Ferritin_2)"
"54","Manes.10G061600.v8.1",85.1462606556979,0.476573559682984,0.0462906956395533,10.2952343467436,7.403907294499e-25,2.81887363014505e-22,"Manes.10G061600","","","",NA,"(1 of 1) PTHR33510//PTHR33510:SF2 - FAMILY NOT NAMED // PROTEIN TIC 20-IV, CHLOROPLASTIC","","","","PF16166","PTHR33510 PTHR33510:SF2","translocon at the inner envelope membrane of chloroplasts 20-IV"
"55","Manes.02G098700.v8.1",43.797374104429,0.612184132472623,0.0606167621160688,10.0992549107195,5.56634913492029e-24,2.06764568775312e-21,"Manes.02G098700","","","catalytic activity",NA,"(1 of 1) PTHR10992//PTHR10992:SF804 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED","GO:0003824","KOG4178","","PF00561","PTHR10992 PTHR10992:SF804","alpha/beta-Hydrolases superfamily protein"
"56","Manes.01G052500.v8.1",755.902969252821,0.531035663696702,0.0532366508399845,9.97500134433432,1.96098797314966e-23,6.9984012665619e-21,"Manes.01G052500","","","",NA,"(1 of 2) PTHR10857//PTHR10857:SF54 - COPINE // DCD (DEVELOPMENT AND CELL DEATH) DOMAIN PROTEIN","","","","PF10539","PTHR10857 PTHR10857:SF54","DCD (Development and Cell Death) domain protein"
"57","Manes.08G086700.v8.1",2341.40433468214,0.601061314517485,0.060251506926792,9.97587189392289,1.94386586556055e-23,6.9984012665619e-21,"Manes.08G086700","","","",NA,"(1 of 1) PTHR15852//PTHR15852:SF20 - FAMILY NOT NAMED // CHAPERONE PROTEIN DNAJ-LIKE PROTEIN","","KOG2813","","","PTHR15852 PTHR15852:SF20","chaperone protein dnaJ-related"
"58","Manes.18G084700.v8.1",263.344558278678,0.468156005943846,0.0469390403875247,9.97370210551365,1.98681974283206e-23,6.9984012665619e-21,"Manes.18G084700","","","",NA,"","","","","","PTHR34193 PTHR34193:SF1",""
"59","Manes.18G054150.v8.1",10.8839009863476,0.861038495151068,0.0866160866007004,9.94086120653833,2.76426865625477e-23,9.57186587242116e-21,"Manes.18G054150","","","DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 2) PTHR22952//PTHR22952:SF145 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED","GO:0006351 GO:0043565","","","PF14144","PTHR22952 PTHR22952:SF145","transcription factor-related"
"60","Manes.08G103000.v8.1",369.116013294088,0.920771509217351,0.0927420040969377,9.92831153675441,3.13519294591474e-23,1.06753319808397e-20,"Manes.08G103000","","","",NA,"(1 of 1) PTHR31969//PTHR31969:SF3 - FAMILY NOT NAMED // GEM-LIKE PROTEIN 5","","","","PF02893","PTHR31969 PTHR31969:SF3","GRAM domain family protein"
"61","Manes.03G173700.v8.1",57.7167845728962,0.580251478706494,0.0585672699288387,9.90743600327487,3.86435850679895e-23,1.29424334908037e-20,"Manes.03G173700","PWY-6927","chlorophyll <i>a</i> degradation II","",NA,"(1 of 1) PTHR33428//PTHR33428:SF1 - FAMILY NOT NAMED // CHLOROPHYLLASE-2, CHLOROPLASTIC","","","K08099","PF12695","PTHR33428 PTHR33428:SF1","chlorophyllase 2"
"62","Manes.09G098300.v8.1",312.658009156574,0.24705949363211,0.0249441837082846,9.90449302817057,3.97983365665263e-23,1.31141938073247e-20,"Manes.09G098300","","","",NA,"(1 of 1) K06700 - proteasome inhibitor subunit 1 (PI31) (PSMF1)","","KOG4761","K06700","PF08577 PF11566","PTHR13266","proteasome inhibitor-related"
"63","Manes.09G170000.v8.1",276.034702220421,0.595899852892473,0.0602613128977447,9.88859724818202,4.66518869638599e-23,1.51285404868517e-20,"Manes.09G170000","","","",NA,"(1 of 5) PF05755 - Rubber elongation factor protein (REF) (REF)","","","","PF05755","PTHR33732 PTHR33732:SF3","Rubber elongation factor protein (REF)"
"64","Manes.04G149500.v8.1",190.364045071179,0.503596913061596,0.0513237223175604,9.81216658342979,9.98023311241348e-23,3.18587753885324e-20,"Manes.04G149500","","","vacuole organization; phosphatidylinositol-3-phosphate biosynthetic process; phosphoric ester hydrolase activity",NA,"(1 of 2) PTHR11200//PTHR11200:SF122 - INOSITOL 5-PHOSPHATASE // PHOSPHOINOSITIDE PHOSPHATASE SAC3-RELATED","GO:0007033 GO:0036092 GO:0042578","","","PF02383","PTHR11200 PTHR11200:SF122","Phosphoinositide phosphatase family protein"
"65","Manes.17G042633.v8.1",53.3160294648579,0.437728430327593,0.0446452441071784,9.80459260737276,1.07580229517654e-22,3.38132936776259e-20,"Manes.17G042633","","","",NA,"(1 of 19) PF06749 - Protein of unknown function (DUF1218) (DUF1218)","","","","PF06749","PTHR31769 PTHR31769:SF16","Protein of unknown function (DUF1218)"
"66","Manes.12G027700.v8.1",675.591091940732,0.618627163695359,0.0631554081087881,9.79531574920306,1.17928385648177e-22,3.65041957392766e-20,"Manes.12G027700","","","antioxidant activity; oxidoreductase activity; protein-disulfide reductase (NAD(P)H) activity",NA,"(1 of 5) K17609 - nucleoredoxin [EC:1.8.1.8] (NXN)","GO:0016209 GO:0016491 GO:0047134 GO:0055114","KOG2501","K17609","PF00578 PF07649 PF13905","PTHR13871 PTHR13871:SF7",""
"67","Manes.08G002700.v8.1",613.041473380531,1.39641880936762,0.142930680277553,9.76990249158511,1.51597904641155e-22,4.62260476390866e-20,"Manes.08G002700","PWY-2261; PWY-6959","ascorbate glutathione cycle; L-ascorbate degradation V","peroxidase activity; response to oxidative stress; heme binding",NA,"(1 of 3) PTHR31356:SF10 - L-ASCORBATE PEROXIDASE 2, CYTOSOLIC","GO:0004601 GO:0006979 GO:0020037 GO:0055114","","K00434","PF00141","PTHR31356 PTHR31356:SF10","ascorbate peroxidase 2"
"68","Manes.03G162600.v8.1",308.355557750258,0.38273037468746,0.0392349658921806,9.75482878560977,1.75897232926904e-22,5.28467715984801e-20,"Manes.03G162600","","","protein binding",NA,"(1 of 2) PTHR10666:SF124 - GH17761P","GO:0005515","KOG0001 KOG0005","K08770","PF00240","PTHR10666 PTHR10666:SF124",""
"69","Manes.08G020700.v8.1",67.1969207011615,0.703446390567135,0.0721838963852518,9.74519838625474,1.93400740545953e-22,5.72634366573017e-20,"Manes.08G020700","","","DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 2) PTHR10015:SF164 - HEAT STRESS TRANSCRIPTION FACTOR A-3","GO:0003700 GO:0005634 GO:0006355 GO:0043565","KOG0627","K09419","PF00447","PTHR10015 PTHR10015:SF164","heat shock transcription factor A3"
