"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"11","Manes.02G154201.v8.1",3.75794000811257,0.788096620993098,0.21090016566335,3.73682314811975,0.000186359900784671,0.317277731085902,"Manes.02G154201","","","catalytic activity; trehalose biosynthetic process; metabolic process",NA,"(1 of 2) PTHR10788//PTHR10788:SF25 - TREHALOSE-6-PHOSPHATE SYNTHASE // TREHALOSE-PHOSPHATE PHOSPHATASE D-RELATED","GO:0003824 GO:0005992 GO:0008152","","K01087","PF02358","PTHR10788 PTHR10788:SF25","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"12","Manes.04G150200.v8.1",107.006450128289,-0.428136121238423,0.114212397529052,-3.74859586613194,0.000177827364640716,0.317277731085902,"Manes.04G150200","","","serine-type endopeptidase activity; proteolysis",NA,"(1 of 3) PTHR10795//PTHR10795:SF424 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN // SUBTILASE FAMILY PROTEIN-RELATED","GO:0004252 GO:0006508","","","PF00082 PF02225 PF05922","PTHR10795 PTHR10795:SF424","Subtilase family protein"
"13","Manes.16G133700.v8.1",35.391124748723,-0.690659475015324,0.187649532841543,-3.68058190477105,0.000232702295768186,0.365700607888004,"Manes.16G133700","","","phosphorelay sensor kinase activity; phosphorelay signal transduction system; signal transduction; phosphorylation; transferase activity, transferring phosphorus-containing groups",NA,"(1 of 2) PTHR24423:SF475 - HISTIDINE KINASE 5","GO:0000155 GO:0000160 GO:0007165 GO:0016310 GO:0016772","KOG0519","","PF00072 PF00512 PF02518","PTHR24423 PTHR24423:SF475","histidine kinase 5"
"14","Manes.03G036000.v8.1",110.800629094254,0.26335406260247,0.0730443836787071,3.60539783265006,0.000311675093230313,0.454823011049664,"Manes.03G036000","TRIGLSYN-PWY","diacylglycerol and triacylglycerol biosynthesis","diacylglycerol O-acyltransferase activity; O-acyltransferase activity; triglyceride biosynthetic process",NA,"(1 of 2) K11155 - diacylglycerol O-acyltransferase 1 (DGAT1)","GO:0004144 GO:0008374 GO:0019432","KOG0380","K11155","PF03062","PTHR10408 PTHR10408:SF7","membrane bound O-acyl transferase (MBOAT) family protein"
"15","Manes.04G008000.v8.1",1.84298896405045,-1.00022668880916,0.279089767197645,-3.58388879267228,0.000338516259232911,0.461059145075225,"Manes.04G008000","","","",NA,"(1 of 15) PF05910 - Plant protein of unknown function (DUF868) (DUF868)","","","","PF05910","PTHR31972 PTHR31972:SF10","Plant protein of unknown function (DUF868)"
"16","Manes.05G187300.v8.1",2.19073664429188,1.5988172354427,0.448263313638001,3.56669213562688,0.000361515774962116,0.461610455154752,"Manes.05G187300","","","protein dimerization activity",NA,"(1 of 163) PF00010 - Helix-loop-helix DNA-binding domain (HLH)","GO:0046983","","","PF00010","PTHR31945 PTHR31945:SF15","beta HLH protein 93"
"17","Manes.17G073100.v8.1",30.1178409347908,0.518364742782361,0.147162474324022,3.52239757562804,0.000427662259739214,0.513949409792479,"Manes.17G073100","","","protein disulfide isomerase activity; endoplasmic reticulum; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",NA,"(1 of 2) K10950 - ERO1-like protein alpha (ERO1L)","GO:0003756 GO:0005783 GO:0016671 GO:0055114","","K10950","PF04137","PTHR12613 PTHR12613:SF0","endoplasmic reticulum oxidoreductins 1"
"18","Manes.03G062100.v8.1",19.4266076830344,-0.311427677940568,0.089579630962594,-3.47654566773792,0.000507917719407661,0.576486611527695,"Manes.03G062100","","","",NA,"(1 of 2) 3.4.22.40 - Bleomycin hydrolase / Aminopeptidase C (Lactococcus lactis)","","","","PF12695","PTHR17630 PTHR17630:SF54","alpha/beta-Hydrolases superfamily protein"
"19","Manes.05G081700.v8.1",12.5153623077857,1.0604140722305,0.311897192901457,3.3998833473488,0.00067414607163704,0.634077560935803,"Manes.05G081700","","","DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 2) PTHR10015//PTHR10015:SF160 - HEAT SHOCK TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED","GO:0003700 GO:0005634 GO:0006355 GO:0043565","","","PF00447","PTHR10015 PTHR10015:SF160",""
"20","Manes.08G087800.v8.1",17.999600085221,-0.438935317605437,0.129235765420556,-3.39639198310981,0.000682805009328814,0.634077560935803,"Manes.08G087800","","","",NA,"(1 of 11) PF05340 - Protein of unknown function (DUF740) (DUF740)","","","","PF05340","PTHR31659 PTHR31659:SF8","Protein of unknown function (DUF740)"
"21","Manes.09G106300.v8.1",500.883118282962,0.784861430402842,0.230787122330296,3.40080253385876,0.000671883432225814,0.634077560935803,"Manes.09G106300","PWY-5486; PWY-6330","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis II","magnesium ion binding; catalytic activity; carboxy-lyase activity; thiamine pyrophosphate binding","carb","(1 of 2) PTHR18968:SF137 - PYRUVATE DECARBOXYLASE 2","GO:0000287 GO:0003824 GO:0016831 GO:0030976","","K01568","PF00205 PF02775 PF02776","PTHR18968 PTHR18968:SF137","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein"
"22","Manes.18G022000.v8.1",67.913126225453,-0.501001594631068,0.146375896566916,-3.42270555727756,0.000620011987110924,0.634077560935803,"Manes.18G022000","","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; carbohydrate binding",NA,"(1 of 1) PTHR23421:SF51 - BETA-GALACTOSIDASE 5","GO:0004553 GO:0005975 GO:0030246","","","PF01301 PF02140","PTHR23421 PTHR23421:SF51",""
"23","Manes.02G110400.v8.1",17.183609181442,-0.695721804953558,0.211665153520869,-3.28689816618758,0.00101297457746004,0.675478185736173,"Manes.02G110400","","","",NA,"","","","","","PTHR33872 PTHR33872:SF1",""
"24","Manes.03G049500.v8.1",300.110099912179,0.665709557421392,0.199364378713071,3.33915999296691,0.000840321506974026,0.675478185736173,"Manes.03G049500","","","DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 2) PTHR10015//PTHR10015:SF186 - HEAT SHOCK TRANSCRIPTION FACTOR // HEAT STRESS TRANSCRIPTION FACTOR A-2-RELATED","GO:0003700 GO:0005634 GO:0006355 GO:0043565","KOG0627","K09419","PF00447","PTHR10015 PTHR10015:SF186","heat shock transcription factor A2"
"25","Manes.03G099100.v8.1",8.88173032407044,-0.667292931578072,0.201958816884173,-3.30410398453056,0.00095280484262899,0.675478185736173,"Manes.03G099100","","","",NA,"","","","","","",""
"26","Manes.04G024000.v8.1",18.534165322423,1.74038183413281,0.528692416986365,3.29186078372994,0.000995268664137331,0.675478185736173,"Manes.04G024000","","","",NA,"","","","","","",""
"27","Manes.08G018600.v8.1",378.158414113157,0.83341787478338,0.249118946292111,3.34546162460936,0.000821457257383102,0.675478185736173,"Manes.08G018600","","","",NA,"(1 of 49) PF13837 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_4)","","","","PF13837","PTHR21654 PTHR21654:SF18","sequence-specific DNA binding transcription factors"
"28","Manes.11G132100.v8.1",47.716911827015,-0.446630367504513,0.135140775517266,-3.30492677576391,0.000950012166055154,0.675478185736173,"Manes.11G132100","","","",NA,"(1 of 36) PF00314 - Thaumatin family (Thaumatin)","","","","PF00314","PTHR31048 PTHR31048:SF7","Pathogenesis-related thaumatin superfamily protein"
"29","Manes.12G054100.v8.1",1.49165578320055,-0.835014483066544,0.254299583539217,-3.28358572768866,0.00102495466264422,0.675478185736173,"Manes.12G054100","","","",NA,"(1 of 12) PF12681 - Glyoxalase-like domain (Glyoxalase_2)","","","","PF12681","PTHR34109 PTHR34109:SF2","Lactoylglutathione lyase / glyoxalase I family protein"
"30","Manes.15G059750.v8.1",2.38932653045894,-0.998951233464016,0.302927272313255,-3.29766027943171,0.000974940136060312,0.675478185736173,"Manes.15G059750","","","",NA,"","","","","","",""
"31","Manes.16G035000.v8.1",26.7359006722003,0.587019430044189,0.175457066632748,3.34565852096963,0.000820874217646552,0.675478185736173,"Manes.16G035000","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 3) PTHR11817:SF5 - PYRUVATE KINASE-RELATED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF5","Pyruvate kinase family protein"
"32","Manes.12G060500.v8.1",119.115445216268,-0.517246706751677,0.159567829612717,-3.24154754756691,0.00118882600651301,0.75899110353315,"Manes.12G060500","","","",NA,"(1 of 2) PTHR32077:SF3 - FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 7","","","","PF02469","PTHR32077 PTHR32077:SF3","FASCICLIN-like arabinoogalactan 7"
"33","Manes.01G110000.v8.1",246.332303786952,0.576539882791424,0.180825069753674,3.18838468347783,0.00143070062730652,0.78997875178033,"Manes.01G110000","","","",NA,"(1 of 3) PTHR31304:SF3 - LOB DOMAIN-CONTAINING PROTEIN 40","","","","PF03195","PTHR31304 PTHR31304:SF3","LOB domain-containing protein 41"
"34","Manes.01G236000.v8.1",9.74459506455137,-0.498350077791333,0.156202582495658,-3.19040869766149,0.00142071723816305,0.78997875178033,"Manes.01G236000","","","hydrolase activity",NA,"(1 of 1) PTHR21562//PTHR21562:SF12//PTHR21562:SF5 - NOTUM-RELATED // PECTINACETYLESTERASE FAMILY PROTEIN // PECTINACETYLESTERASE FAMILY PROTEIN","GO:0016787","","","PF03283","PTHR21562 PTHR21562:SF12","Pectinacetylesterase family protein"
"35","Manes.04G116400.v8.1",3.16387270135711,-0.619173016482494,0.193900829017901,-3.1932458443761,0.00140683118158186,0.78997875178033,"Manes.04G116400","","","zinc ion binding",NA,"(1 of 4) PTHR23111//PTHR23111:SF34 - ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED","GO:0008270","","","PF00641","PTHR23111 PTHR23111:SF34","Ran BP2/NZF zinc finger-like superfamily protein"
"36","Manes.09G021100.v8.1",6.08612976450847,-0.590268708537899,0.184465571573178,-3.19988550440014,0.00137482191107168,0.78997875178033,"Manes.09G021100","","","",NA,"(1 of 10) PF04862 - Protein of unknown function (DUF642) (DUF642)","","","","PF04862","PTHR31265 PTHR31265:SF5","Protein of unknown function, DUF642"
"37","Manes.13G091900.v8.1",20.8919900850477,-0.747790441904351,0.234225695631805,-3.19260634443734,0.00140995016402037,0.78997875178033,"Manes.13G091900","","","protein binding",NA,"(1 of 1) KOG0624 - dsRNA-activated protein kinase inhibitor P58, contains TPR and DnaJ domains","GO:0005515","KOG0548 KOG0624","","PF13371 PF13414","PTHR22904 PTHR22904:SF358","tetratricopeptide repeat (TPR)-containing protein"
"38","Manes.08G123600.v8.1",16.4672493552161,-0.47442477251823,0.14944506707254,-3.17457632969543,0.00150055418673048,0.806745316707992,"Manes.08G123600","","","",NA,"(1 of 6) PF06364 - Protein of unknown function (DUF1068) (DUF1068)","","","","PF06364","PTHR32254 PTHR32254:SF6",""
"39","Manes.06G023200.v8.1",15.6324245853644,-0.470989902612164,0.149089958127583,-3.1590987651168,0.0015825784869709,0.808301962220385,"Manes.06G023200","","","protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation",NA,"(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase","GO:0004672 GO:0004713 GO:0005524 GO:0006468","KOG1187","","PF00069","PTHR27001 PTHR27001:SF34","Protein kinase superfamily protein"
"40","Manes.17G043500.v8.1",3.42649537819565,0.789174441178657,0.249803128467707,3.159185579538,0.00158210711522722,0.808301962220385,"Manes.17G043500","","","",NA,"(1 of 2) PTHR11772//PTHR11772:SF15 - ASPARAGINE SYNTHETASE // SUBFAMILY NOT NAMED","","","","PF12481","PTHR11772 PTHR11772:SF15",""
"41","Manes.04G094200.v8.1",14.9825871152765,-1.30855110519022,0.417545859046109,-3.13390990915256,0.00172493806654101,0.839059159510308,"Manes.04G094200","PWY1F-FLAVSYN; PWY-6787","flavonoid biosynthesis; flavonoid biosynthesis (in equisetum)","lipid biosynthetic process; biosynthetic process; acyltransferase activity, transferring groups other than amino-acyl groups",NA,"(1 of 5) K00660 - chalcone synthase (CHS)","GO:0008610 GO:0009058 GO:0016747","","K00660","PF00195 PF08541","PTHR11877 PTHR11877:SF27","Chalcone and stilbene synthase family protein"
"42","Manes.05G166500.v8.1",62.7747193271106,0.476037633791696,0.15170562014892,3.13790374624485,0.00170160745198616,0.839059159510308,"Manes.05G166500","","","",NA,"","","","","","PTHR35324",""
"43","Manes.02G124500.v8.1",29.1226197038248,0.620275042492933,0.200487110413562,3.09384000404535,0.00197584009022654,0.938753791705305,"Manes.02G124500","","","",NA,"(1 of 16) PTHR11527//PTHR11527:SF158 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // 17.6 KDA CLASS I HEAT SHOCK PROTEIN 1-RELATED","","KOG0710","","PF00011","PTHR11527 PTHR11527:SF158","HSP20-like chaperones superfamily protein"
"44","Manes.02G174100.v8.1",633.331136965393,-0.338774308187348,0.109932632519321,-3.08165374032872,0.00205854142580567,0.955818212027497,"Manes.02G174100","","","",NA,"(1 of 2) PTHR10791:SF44 - BIDIRECTIONAL SUGAR TRANSPORTER SWEET1","","KOG1623","K15382","PF03083","PTHR10791 PTHR10791:SF44","Nodulin MtN3 family protein"
"45","Manes.11G089000.v8.1",1.96143510035922,1.39226309958116,0.454138856349627,3.06572115579845,0.00217145722065282,0.98584157817638,"Manes.11G089000","","","",NA,"(1 of 31) PF03181 - BURP domain (BURP)","","","","PF03181","PTHR31236 PTHR31236:SF4",""
"46","Manes.18G101500.v8.1",38.7250089268595,0.764187578623272,0.250013178127557,3.05658919400393,0.0022387086353156,0.994278639554296,"Manes.18G101500","","","",NA,"(1 of 2) PTHR33696//PTHR33696:SF1 - FAMILY NOT NAMED // T22J18.15","","","","PF05097","PTHR33696 PTHR33696:SF1","(1 of 2) PTHR33696:SF1 - T22J18.15"
"47","Manes.01G069500.v8.1",17.5865666457506,0.576559113357186,0.193268016781042,2.98321017082916,0.00285242047857399,0.999951971451679,"Manes.01G069500","PWY-7039; LIPASYN-PWY; PWY-3561","phosphatidate metabolism, as a signaling molecule; phospholipases; choline biosynthesis III","catalytic activity; phospholipase D activity; calcium ion binding; protein binding; membrane; phosphatidylcholine metabolic process",NA,"(1 of 1) PTHR18896//PTHR18896:SF15 - PHOSPHOLIPASE D // SUBFAMILY NOT NAMED","GO:0003824 GO:0004630 GO:0005509 GO:0005515 GO:0016020 GO:0046470","","K01115","PF00168 PF00614 PF12357 PF13091","PTHR18896 PTHR18896:SF15",""
"48","Manes.01G076201.v8.1",10.4393323138841,0.458199924485681,0.164761684873392,2.78098591209344,0.00541940888867646,0.999951971451679,"Manes.01G076201","","","",NA,"","","","","","",""
"49","Manes.01G103600.v8.1",113.093445149534,-0.214158577839663,0.0774259915547662,-2.76597785238799,0.00567523890534785,0.999951971451679,"Manes.01G103600","","","spindle assembly",NA,"(1 of 2) PF14817 - HAUS augmin-like complex subunit 5 (HAUS5)","GO:0051225","","","PF14817","PTHR34968","(1 of 1) PF14817 - HAUS augmin-like complex subunit 5 (HAUS5)"
"50","Manes.01G245600.v8.1",60.2477114051153,-0.266675882133535,0.0906123785890254,-2.94304030294856,0.00325006104192328,0.999951971451679,"Manes.01G245600","","","protein dimerization activity",NA,"(1 of 2) PTHR11514//PTHR11514:SF47 - MYC // TRANSCRIPTION FACTOR ABA-INDUCIBLE BHLH-TYPE-RELATED","GO:0046983","","","PF00010 PF14215","PTHR11514 PTHR11514:SF47","basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"51","Manes.02G032100.v8.1",1.60421137737816,0.949883763463168,0.324923344109287,2.92340879990352,0.00346221632281571,0.999951971451679,"Manes.02G032100","","","microtubule motor activity; protein binding; ATP binding; kinesin complex; microtubule-based movement; microtubule binding",NA,"(1 of 2) PTHR24115:SF437 - ARMADILLO REPEAT-CONTAINING KINESIN-LIKE PROTEIN 3","GO:0003777 GO:0005515 GO:0005524 GO:0005871 GO:0007018 GO:0008017","KOG0240","","PF00225 PF00514","PTHR24115 PTHR24115:SF437","armadillo repeat kinesin 3"
"52","Manes.02G084100.v8.1",5.64365329014062,-0.603083551177063,0.233084253694851,-2.58740580548443,0.00967016309426915,0.999951971451679,"Manes.02G084100","","","",NA,"","","","","","",""
"53","Manes.02G097900.v8.1",165.093522510356,0.59301314792778,0.199726137773668,2.9691314043222,0.00298642858337241,0.999951971451679,"Manes.02G097900","","","DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding",NA,"(1 of 5) PTHR22952//PTHR22952:SF182 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED","GO:0003700 GO:0006355 GO:0043565","","","PF07716","PTHR22952 PTHR22952:SF182",""
"54","Manes.02G110900.v8.1",79.2887216776413,0.24581525944645,0.0849829895722847,2.89252308825127,0.00382161092762243,0.999951971451679,"Manes.02G110900","","","nuclease activity",NA,"(1 of 2) K08999 - hypothetical protein (K08999)","GO:0004518","","K08999","PF02577","PTHR15160 PTHR15160:SF6","Wound-responsive family protein"
"55","Manes.02G163900.v8.1",9866.82404487028,0.544850458864209,0.187995402806345,2.89821160906504,0.00375297280586718,0.999951971451679,"Manes.02G163900","","","defense response",NA,"(1 of 5) PF00304 - Gamma-thionin family (Gamma-thionin)","GO:0006952","","","PF00304","PTHR33147","low-molecular-weight cysteine-rich 69"
"56","Manes.03G076600.v8.1",4.14365898467238,-0.499337860482271,0.183179711925113,-2.72594522196,0.00641176383413031,0.999951971451679,"Manes.03G076600","","","protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation",NA,"(1 of 2) PF00069//PF00560//PF11721//PF13855 - Protein kinase domain (Pkinase) // Leucine Rich Repeat (LRR_1) // Di-glucose binding within endoplasmic reticulum (Malectin) // Leucine rich repeat (LRR_8)","GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468","KOG1187","","PF00069 PF11721 PF13855","PTHR27006 PTHR27006:SF1",""
"57","Manes.03G099300.v8.1",3.69514378271627,-0.880057734350773,0.297352273915184,-2.95964689545908,0.00307991829749932,0.999951971451679,"Manes.03G099300","","","",NA,"","","","","","",""
"58","Manes.03G125066.v8.1",2.89657989889556,0.569523022579511,0.190325782798994,2.99235875562373,0.00276830734082619,0.999951971451679,"Manes.03G125066","","","transport; transmembrane transport",NA,"(1 of 1) PTHR31585:SF7 - FOLATE-BIOPTERIN TRANSPORTER 4-RELATED","GO:0006810 GO:0016021 GO:0055085","","","PF07690","PTHR31585 PTHR31585:SF7","Major facilitator superfamily protein"
"59","Manes.03G155800.v8.1",15.7875189709064,-0.523814893416778,0.200002814165275,-2.61903761506033,0.00881782237881437,0.999951971451679,"Manes.03G155800","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","carb","(1 of 7) K01177 - beta-amylase (E3.2.1.2)","GO:0000272 GO:0016161","","K01177","PF01373","PTHR31352 PTHR31352:SF13","beta-amylase 1"
"60","Manes.03G156900.v8.1",8.59047762972666,-0.686525162573489,0.25898060598187,-2.65087480188208,0.00802835952114002,0.999951971451679,"Manes.03G156900","","","",NA,"(1 of 2) PTHR10641:SF456 - MYB DOMAIN PROTEIN 79","","","","PF00249","PTHR10641 PTHR10641:SF456","myb domain protein 305"
"61","Manes.04G004900.v8.1",16.8984897046604,-0.267155438028268,0.0994051885890202,-2.68754017592374,0.0071980442592931,0.999951971451679,"Manes.04G004900","","","protein glycosylation; sialyltransferase activity",NA,"(1 of 2) PTHR13713//PTHR13713:SF54 - SIALYLTRANSFERASE // SUBFAMILY NOT NAMED","GO:0006486 GO:0008373","","","PF00777","PTHR13713 PTHR13713:SF54","Glycosyltransferase family 29 (sialyltransferase) family protein"
"62","Manes.04G013900.v8.1",5.82738242203663,-0.431733852322658,0.163572276841732,-2.63940724344378,0.00830511470787429,0.999951971451679,"Manes.04G013900","","","hydrolase activity, hydrolyzing O-glycosyl compounds; cell wall; carbohydrate metabolic process; xyloglucan metabolic process; xyloglucan:xyloglucosyl transferase activity; cell wall biogenesis; apoplast",NA,"(1 of 38) K08235 - xyloglucan:xyloglucosyl transferase (E2.4.1.207)","GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046","","K08235","PF00722 PF06955","PTHR31062 PTHR31062:SF18","xyloglucan endo-transglycosylase-related 8"
"63","Manes.04G043700.v8.1",567.879421536486,-0.283706409285701,0.107547258522095,-2.63796969987306,0.00834040337323652,0.999951971451679,"Manes.04G043700","PWY-4101; PWY-3801; PWY-621","D-sorbitol degradation I; sucrose degradation II (sucrose synthase); sucrose degradation III (sucrose invertase)","ribokinase activity; D-ribose metabolic process","carb","(1 of 2) PTHR10584:SF168 - F14I3.3 PROTEIN-RELATED","GO:0004747 GO:0006014","KOG2855","K00847","PF00294","PTHR10584 PTHR10584:SF168","pfkB-like carbohydrate kinase family protein"
"64","Manes.04G095200.v8.1",43.8802552215446,-0.304669522111951,0.104331304161078,-2.92021195902594,0.00349793387712974,0.999951971451679,"Manes.04G095200","","","regulatory ncRNA-mediated gene silencing; protein binding; zinc ion binding",NA,"(1 of 6) PTHR21596//PTHR21596:SF12 - RIBONUCLEASE P SUBUNIT P38 // PROTEIN SUPPRESSOR OF GENE SILENCING 3","GO:0031047","","","PF03468 PF03470","PTHR21596 PTHR21596:SF12",""
"65","Manes.04G106600.v8.1",153.954789274327,0.0907490606899151,0.0329895179342998,2.75084531003594,0.00594417056774912,0.999951971451679,"Manes.04G106600","","","protein binding; zinc ion binding",NA,"(1 of 2) K10632 - BRCA1-associated protein (BRAP)","GO:0005515 GO:0008270","","K10632","PF02148 PF07576 PF13639","PTHR24007","zinc finger (C3HC4-type RING finger) family protein"
"66","Manes.04G120100.v8.1",1.22915519556023,1.21816868092972,0.454830524726561,2.67829139581621,0.00739988099317504,0.999951971451679,"Manes.04G120100","","","oxidoreductase activity",NA,"(1 of 9) PTHR10209//PTHR10209:SF211 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN-RELATED","GO:0016491 GO:0055114","KOG0143","","PF03171 PF14226","PTHR10209 PTHR10209:SF211","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"67","Manes.04G147600.v8.1",59.5740707262426,-0.221775543720731,0.0817238323273443,-2.71371933259824,0.00665325085871675,0.999951971451679,"Manes.04G147600","","","",NA,"(1 of 2) PTHR21229//PTHR21229:SF15 - LUNG SEVEN TRANSMEMBRANE RECEPTOR // LUNG SEVEN TRANSMEMBRANE RECEPTOR-LIKE PROTEIN","GO:0016021","","","PF06814","PTHR21229 PTHR21229:SF15","Lung seven transmembrane receptor family protein"
