"","Sample_Name","commonID","design_description","filname_1","filname_2"
"274","TCDM_4_403_A20_rt1_o","E12_403_A20_rt1_o","SampleID: E12_403_A20_rt1_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: E12 Year: 2024; Accession: HIL16A020; Block: 4; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3_R1","4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3_R2"
"275","TCDM_4_317_X4_42_rt3_o","F01_317_X4_42_rt3_o","SampleID: F01_317_X4_42_rt3_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F01 Year: 2024; Accession: ITH21F004P042; Block: 3; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3_R1","4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3_R2"
"276","TCDM_4_407_X2_24_rt1_i","F02_407_X2_24_rt1_i","SampleID: F02_407_X2_24_rt1_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F02 Year: 2024; Accession: ITH21F002P024; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1","4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2"
"277","TCDM_4_418_X5_36_rt3_i","F03_418_X5_36_rt3_i","SampleID: F03_418_X5_36_rt3_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F03 Year: 2024; Accession: ITH21F005P036; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3_R1","4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3_R2"
"278","TCDM_4_112_X4_67_rt2_o","F04_112_X4_67_rt2_o","SampleID: F04_112_X4_67_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F04 Year: 2024; Accession: ITH21F004P067; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3_R1","4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3_R2"
"279","TCDM_4_107_X4_32_rt1_o","F05_107_X4_32_rt1_o","SampleID: F05_107_X4_32_rt1_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F05 Year: 2024; Accession: ITH21F004P032; Block: 1; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3_R1","4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3_R2"
"280","TCDM_4_207_A04_rt1_o","F06_207_A04_rt1_o","SampleID: F06_207_A04_rt1_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F06 Year: 2024; Accession: HIL16A004; Block: 2; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3_R1","4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3_R2"
"281","TCDM_4_107_X4_32_rt3_o","F07_107_X4_32_rt3_o","SampleID: F07_107_X4_32_rt3_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F07 Year: 2024; Accession: ITH21F004P032; Block: 1; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3_R1","4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3_R2"
"282","TCDM_4_412_X11_68_rt2_i","F09_412_X11_68_rt2_i","SampleID: F09_412_X11_68_rt2_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F09 Year: 2024; Accession: ITH21F011P068; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 7MAP","4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3_R1","4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3_R2"
"283","TCDM_4_402_X11_57_rt3_o","F10_402_X11_57_rt3_o","SampleID: F10_402_X11_57_rt3_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F10 Year: 2024; Accession: ITH21F011P057; Block: 4; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3_R1","4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3_R2"
"284","TCDM_4_320_X2_24_rt3_i","F11_320_X2_24_rt3_i","SampleID: F11_320_X2_24_rt3_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F11 Year: 2024; Accession: ITH21F002P024; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 6MAP","4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1","4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2"
"285","TCDM_4_409_X2_45_rt2_o","F12_409_X2_45_rt2_o","SampleID: F12_409_X2_45_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: F12 Year: 2024; Accession: ITH21F002P045; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3_R1","4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3_R2"
"286","TCDM_4_319_X8_37_rt1_i","G01_319_X8_37_rt1_i","SampleID: G01_319_X8_37_rt1_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G01 Year: 2024; Accession: ITH21F008P037; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3_R1","4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3_R2"
"287","TCDM_4_407_X2_24_rt2_i","G02_407_X2_24_rt2_i","SampleID: G02_407_X2_24_rt2_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G02 Year: 2024; Accession: ITH21F002P024; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1","4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2"
"288","TCDM_4_304_X5_31_rt2_o","G04_304_X5_31_rt2_o","SampleID: G04_304_X5_31_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G04 Year: 2024; Accession: ITH21F005P031; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3_R1","4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3_R2"
"289","TCDM_4_105_X5_66_rt2_o","G05_105_X5_66_rt2_o","SampleID: G05_105_X5_66_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G05 Year: 2024; Accession: ITH21F005P066; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3_R1","4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3_R2"
"290","TCDM_4_112_X4_67_rt1_o","G06_112_X4_67_rt1_o","SampleID: G06_112_X4_67_rt1_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G06 Year: 2024; Accession: ITH21F004P067; Block: 1; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3_R1","4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3_R2"
"291","TCDM_4_418_X5_36_rt2_o","G07_418_X5_36_rt2_o","SampleID: G07_418_X5_36_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G07 Year: 2024; Accession: ITH21F005P036; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3_R1","4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3_R2"
"292","TCDM_4_205_X1_54_rt3_i","G08_205_X1_54_rt3_i","SampleID: G08_205_X1_54_rt3_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G08 Year: 2024; Accession: ITH21F001P054; Block: 2; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1","4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2"
"293","TCDM_4_417_X1_54_rt2_i","G10_417_X1_54_rt2_i","SampleID: G10_417_X1_54_rt2_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G10 Year: 2024; Accession: ITH21F001P054; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 6MAP","4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1","4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2"
"294","TCDM_4_320_X2_24_rt2_o","G11_320_X2_24_rt2_o","SampleID: G11_320_X2_24_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G11 Year: 2024; Accession: ITH21F002P024; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 6MAP","4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1","4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2"
"295","TCDM_4_407_X2_24_rt3_i","G12_407_X2_24_rt3_i","SampleID: G12_407_X2_24_rt3_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: G12 Year: 2024; Accession: ITH21F002P024; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1","4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2"
"296","TCDM_4_319_X8_37_rt1_o","H01_319_X8_37_rt1_o","SampleID: H01_319_X8_37_rt1_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H01 Year: 2024; Accession: ITH21F008P037; Block: 3; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3_R1","4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3_R2"
"297","TCDM_4_407_X2_24_rt2_o","H02_407_X2_24_rt2_o","SampleID: H02_407_X2_24_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H02 Year: 2024; Accession: ITH21F002P024; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H02_407_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1","4_H02_407_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2"
"298","TCDM_4_402_X11_57_rt3_i","H03_402_X11_57_rt3_i","SampleID: H03_402_X11_57_rt3_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H03 Year: 2024; Accession: ITH21F011P057; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H03_402_X11_57_rt3_i_10479813_22MM3HLT4_L3_R1","4_H03_402_X11_57_rt3_i_10479813_22MM3HLT4_L3_R2"
"299","TCDM_4_317_X4_42_rt2_o","H04_317_X4_42_rt2_o","SampleID: H04_317_X4_42_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H04 Year: 2024; Accession: ITH21F004P042; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H04_317_X4_42_rt2_o_10479813_22MM3HLT4_L3_R1","4_H04_317_X4_42_rt2_o_10479813_22MM3HLT4_L3_R2"
"300","TCDM_4_118_C14_rt1_o","H05_118_C14_rt1_o","SampleID: H05_118_C14_rt1_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H05 Year: 2024; Accession: HIL16C014; Block: 1; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H05_118_C14_rt1_o_10479813_22MM3HLT4_L3_R1","4_H05_118_C14_rt1_o_10479813_22MM3HLT4_L3_R2"
"301","TCDM_4_402_X11_57_rt1_i","H06_402_X11_57_rt1_i","SampleID: H06_402_X11_57_rt1_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H06 Year: 2024; Accession: ITH21F011P057; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H06_402_X11_57_rt1_i_10479813_22MM3HLT4_L3_R1","4_H06_402_X11_57_rt1_i_10479813_22MM3HLT4_L3_R2"
"302","TCDM_4_118_C14_rt2_o","H07_118_C14_rt2_o","SampleID: H07_118_C14_rt2_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H07 Year: 2024; Accession: HIL16C014; Block: 1; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H07_118_C14_rt2_o_10479813_22MM3HLT4_L3_R1","4_H07_118_C14_rt2_o_10479813_22MM3HLT4_L3_R2"
"303","TCDM_4_304_X5_31_rt3_i","H08_304_X5_31_rt3_i","SampleID: H08_304_X5_31_rt3_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H08 Year: 2024; Accession: ITH21F005P031; Block: 3; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H08_304_X5_31_rt3_i_10479813_22MM3HLT4_L3_R1","4_H08_304_X5_31_rt3_i_10479813_22MM3HLT4_L3_R2"
"304","TCDM_4_210_X11_68_rt1_i","H09_210_X11_68_rt1_i","SampleID: H09_210_X11_68_rt1_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H09 Year: 2024; Accession: ITH21F011P068; Block: 2; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H09_210_X11_68_rt1_i_10479813_22MM3HLT4_L3_R1","4_H09_210_X11_68_rt1_i_10479813_22MM3HLT4_L3_R2"
"305","TCDM_4_411_C17_rt1_i","H10_411_C17_rt1_i","SampleID: H10_411_C17_rt1_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H10 Year: 2024; Accession: HIL16C017; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 8MAP","4_H10_411_C17_rt1_i_10479813_22MM3HLT4_L3_R1","4_H10_411_C17_rt1_i_10479813_22MM3HLT4_L3_R2"
"306","TCDM_4_206_C17_rt1_o","H11_206_C17_rt1_o","SampleID: H11_206_C17_rt1_o; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H11 Year: 2024; Accession: HIL16C017; Block: 2; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 6MAP","4_H11_206_C17_rt1_o_10479813_22MM3HLT4_L3_R1","4_H11_206_C17_rt1_o_10479813_22MM3HLT4_L3_R2"
"307","TCDM_4_317_X4_42_rt2_i","H12_317_X4_42_rt2_i","SampleID: H12_317_X4_42_rt2_i; RNAseq Plate ID: TCDM_4; RNAseq Plate Well ID: H12 Year: 2024; Accession: ITH21F004P042; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","4_H12_317_X4_42_rt2_i_10479813_22MM3HLT4_L3_R1","4_H12_317_X4_42_rt2_i_10479813_22MM3HLT4_L3_R2"
